cliente_id,idade,tipo_contrato,forma_pagamento,estado_civil,mensalidade_reais,uso_dados_gb,tempo_contrato_meses,chamadas_suporte_12m,reclamacoes_anatel,ruido_sinal_db,codigo_sorteio_promocional,ip_ultimo_acesso_hash,cancelou_plano
CLI-14389,47.0, Mensal ,Cartao_Credito,Solteiro,85.38,144.6,2,1,0,7.82,6877,IP-95347,1
CLI-14390,46.2, Mensal ,Boleto,Divorciado,140.7,19.6,63,3,0,-20.58,3568,IP-CC02E,1
CLI-14391,49.8,Anual,Cartao_Credito,Solteiro,96.44,44.9,54,1,0,13.27,5952,IP-AD855,0
CLI-14392,43.9,Anual,Pix,Solteiro,141.37,64.3,38,2,0,-12.48,2383,IP-3831E,1
CLI-14393,33.6,ANUAL,Cartao_Credito,Casado,91.08,60.9,17,1,0,-3.78,6722,IP-29B62,1
CLI-14394,50.1,mensal,Pix,Casado,245.6,6.0,31,2,0,17.6,9464,IP-8C8DE,1
CLI-14395,23.7,Bienal,Pix,Solteiro,138.4,291.7,1,3,0,32.0,5932,IP-3941A,1
CLI-14396,29.2,MENSAL,Pix,Casado,193.6,123.4,6,2,1,-12.83,6404,IP-D1A56,1
CLI-14397,28.4,Anual,Cartao_Credito,Casado,184.12,10.7,70,3,0,6.92,4617,IP-33147,1
CLI-14398,,MENSAL,Boleto,Solteiro,137.92,40.3,36,1,1,-11.79,2181,IP-6DE29,1
CLI-14399,51.3, Mensal ,Cartao_Credito,Casado,82.55,22.0,8,2,0,-49.72,4615,IP-A83D6,1
CLI-14400,45.8,Bienal,Pix,Solteiro,142.36,100.0,10,1,0,31.67,7192,IP-AEFFF,1
CLI-14401,52.9, Mensal ,Pix,Casado,179.81,58.8,24,1,1,10.73,2245,IP-95DA8,0
CLI-14402,29.4,mensal,Boleto,Solteiro,131.18,16.4,63,1,0,-23.04,2597,IP-ACAE8,1
CLI-14403,44.2,ANUAL,Pix,Casado,48.02,6.6,40,1,0,8.94,4819,IP-C645E,1
CLI-14404,38.5,Anual,Cartao_Credito,Solteiro,33.96,20.5,2,2,0,25.23,1415,IP-80E0C,0
CLI-14405,50.2,ANUAL,Boleto,Solteiro,102.13,6.7,20,3,1,-18.56,1187,IP-762DC,1
CLI-14406,38.6,MENSAL,Cartao_Credito,Casado,63.05,11.9,33,2,1,0.27,6540,IP-729DA,1
CLI-14407,35.4,mensal,Debito_Automatico,Casado,229.36,50.5,14,6,0,5.1,7919,IP-3C98D,1
CLI-14408,46.5,Bienal,Pix,Divorciado,68.68,66.5,54,1,0,-29.56,5139,IP-C87F5,0
CLI-14409,50.5, Mensal ,Pix,Casado,116.74,33.4,55,3,1,-15.19,3166,IP-194E1,0
CLI-14410,32.0,ANUAL,Debito_Automatico,Casado,186.66,46.3,37,2,1,4.95,8521,IP-74DDE,0
CLI-14411,39.3, Mensal ,Cartao_Credito,Solteiro,209.39,12.6,6,2,0,3.46,2386,IP-E10CC,1
CLI-14412,27.3,ANUAL,Debito_Automatico,Solteiro,,22.1,33,3,1,0.83,6726,IP-F1519,1
CLI-14413,10.0, Mensal ,Cartao_Credito,Solteiro,69.85,61.2,50,0,1,30.0,5288,IP-E25C0,0
CLI-14414,42.4,MENSAL,Pix,Solteiro,89.6,25.4,70,6,0,29.07,9777,IP-3037F,1
CLI-14415,47.3,ANUAL,Pix,Casado,122.17,24.3,72,0,0,7.7,6417,IP-513EA,0
CLI-14416,43.1,MENSAL,Cartao_Credito,Solteiro,110.21,14.7,51,0,0,-24.19,6845,IP-EA897,1
CLI-14417,16.6,Anual,Cartao_Credito,Solteiro,106.71,45.7,66,2,1,14.89,3636,IP-8BAB9,0
CLI-14418,35.8,ANUAL,Cartao_Credito,Solteiro,59.01,79.6,61,0,1,-27.96,3679,IP-CDD70,0
CLI-14419,13.4,Anual,Debito_Automatico,Solteiro,230.93,33.5,28,5,0,-22.37,5906,IP-B6078,1
CLI-14420,56.4,Bienal,Cartao_Credito,Solteiro,36.55,10.5,44,3,0,-13.45,2914,IP-32877,1
CLI-14421,27.0,mensal,Boleto,Casado,126.8,87.0,12,1,0,-17.62,4377,IP-58329,1
CLI-14422,55.1, Mensal ,Pix,Solteiro,245.67,8.3,57,3,0,8.72,6657,IP-9B73C,1
CLI-14423,51.4, Mensal ,Cartao_Credito,Casado,175.14,33.7,26,2,1,11.94,5577,IP-AE1C6,1
CLI-14424,29.2, Mensal ,Boleto,Casado,108.19,18.6,25,1,0,-30.0,3748,IP-C731F,1
CLI-14425,26.4, Mensal ,Boleto,Casado,62.14,128.9,15,2,1,13.69,1345,IP-4658B,0
CLI-14426,44.2,MENSAL,Cartao_Credito,Casado,242.05,65.2,53,2,0,-0.22,4835,IP-B7D9F,0
CLI-14427,29.9, Mensal ,Pix,Casado,33.08,42.6,65,2,1,-39.68,5205,IP-2ED0F,0
CLI-14428,41.2, Mensal ,Cartao_Credito,Solteiro,179.91,54.6,54,1,1,55.17,6893,IP-3BA2F,1
CLI-14429,34.2, Mensal ,Cartao_Credito,Solteiro,,39.2,39,1,1,-4.66,1146,IP-B171F,1
CLI-14430,18.6,ANUAL,Boleto,Divorciado,35.54,12.2,51,2,1,-13.12,1072,IP-59175,1
CLI-14431,13.2,MENSAL,Boleto,Solteiro,189.54,60.6,20,3,0,-18.35,3461,IP-B94C8,1
CLI-14432,42.7,mensal,Debito_Automatico,Solteiro,249.74,35.5,64,2,1,-19.77,4225,IP-97D0F,1
CLI-14433,33.3,ANUAL,Pix,Solteiro,170.72,50.3,11,0,0,6.1,3621,IP-547CB,0
CLI-14434,33.4, Mensal ,Boleto,Casado,121.23,7.1,52,4,0,-23.83,5238,IP-961C4,1
CLI-14435,48.4,Bienal,Cartao_Credito,Solteiro,222.37,11.9,54,0,0,-3.75,6729,IP-AF3A8,1
CLI-14436,,Anual,Cartao_Credito,Casado,151.92,45.1,69,4,1,-28.19,8530,IP-DB0C1,1
CLI-14437,36.7, Mensal ,Cartao_Credito,Casado,194.88,32.7,7,2,0,30.1,1972,IP-8DE60,1
CLI-14438,35.9,Anual,Boleto,Solteiro,159.31,16.6,12,2,0,3.92,3264,IP-863F1,1
CLI-14439,,Anual,Pix,Solteiro,38.42,17.4,2,1,0,-18.04,6046,IP-D2FB2,1
CLI-14440,23.7,mensal,Cartao_Credito,Casado,76.89,49.9,21,1,1,-55.24,5815,IP-C6CD1,0
CLI-14441,42.7,ANUAL,Cartao_Credito,Solteiro,47.33,7.7,69,0,1,-27.38,1191,IP-3BFF0,1
CLI-14442,46.6, Mensal ,Boleto,Solteiro,53.47,30.6,36,1,0,-23.15,6357,IP-A7046,0
CLI-14443,48.2,mensal,Cartao_Credito,Solteiro,33.39,38.3,21,0,1,-15.75,6673,IP-79EF4,0
CLI-14444,16.8, Mensal ,Pix,Casado,122.66,21.6,53,0,0,37.96,7146,IP-7E0AF,1
CLI-14445,30.9, Mensal ,Boleto,Casado,69.3,82.3,19,1,0,6.87,9778,IP-2C041,0
CLI-14446,29.5, Mensal ,Boleto,Solteiro,218.25,7.6,3,1,0,-4.17,5510,IP-6A7CE,1
CLI-14447,41.2,Bienal,Cartao_Credito,Casado,195.01,95.4,60,2,0,9.15,3694,IP-591F3,0
CLI-14448,45.8, Mensal ,Debito_Automatico,Casado,156.1,62.8,34,4,0,24.14,1661,IP-28192,1
CLI-14449,58.0,mensal,Cartao_Credito,Solteiro,137.58,31.6,29,2,0,17.03,3491,IP-4CFC5,1
CLI-14450,34.1,MENSAL,Pix,Solteiro,86.29,121.2,57,2,0,20.61,7157,IP-A94E2,0
CLI-14451,34.0,ANUAL,Cartao_Credito,Divorciado,134.49,59.5,40,3,0,-1.08,2606,IP-71DE9,0
CLI-14452,53.8,Bienal,Pix,Casado,171.07,125.3,50,1,0,18.25,9604,IP-BC03F,0
CLI-14453,43.6,Anual,Pix,Casado,202.09,33.8,19,0,0,-69.72,4696,IP-77B4B,0
CLI-14454,55.2,Bienal,Cartao_Credito,Solteiro,47.97,32.1,22,2,0,21.95,4021,IP-57C1B,1
CLI-14455,43.5,Anual,Pix,Casado,185.86,39.0,51,2,0,-5.44,5498,IP-E815E,1
CLI-14456,,Bienal,Boleto,Casado,193.4,8.0,49,3,2,-16.56,5757,IP-9EC68,1
CLI-14457,24.0,Anual,Cartao_Credito,Solteiro,152.97,112.6,52,3,0,9.37,5506,IP-78296,0
CLI-14458,21.4, Mensal ,Cartao_Credito,Divorciado,77.15,54.6,22,2,1,14.71,6133,IP-D66AD,0
CLI-14459,47.9,mensal,Boleto,Solteiro,148.62,48.3,62,3,0,62.04,2809,IP-8DBC2,1
CLI-14460,54.3,Anual,Boleto,Solteiro,140.6,122.4,60,3,1,5.15,1465,IP-8F139,0
CLI-14461,62.2,mensal,Pix,Solteiro,134.66,232.6,7,0,0,-11.25,1433,IP-E7D23,0
CLI-14462,50.1,mensal,Pix,Casado,131.34,13.0,53,3,1,-1.22,2258,IP-673E1,1
CLI-14463,54.0,MENSAL,Boleto,Casado,54.38,67.2,31,2,0,13.53,3154,IP-65C20,1
CLI-14464,33.0,Bienal,Pix,Casado,70.24,44.0,4,2,2,-59.84,1992,IP-D7611,1
CLI-14465,26.1, Mensal ,Boleto,Divorciado,51.41,32.8,7,3,0,7.16,1681,IP-DC821,1
CLI-14466,50.2,Anual,Cartao_Credito,Solteiro,,176.0,3,1,0,22.3,3848,IP-BDF23,1
CLI-14467,45.0,Anual,Debito_Automatico,Casado,87.96,90.4,25,2,1,-5.87,4814,IP-9B1FD,0
CLI-14468,41.3,Bienal,Cartao_Credito,Casado,83.92,58.7,34,1,3,-5.06,7602,IP-645E3,1
CLI-14469,44.6,Bienal,Cartao_Credito,Divorciado,76.4,26.7,33,1,1,-35.54,8494,IP-A7DB3,1
CLI-14470,43.9,Anual,Pix,Solteiro,191.79,54.4,38,3,0,-20.3,9511,IP-6C504,0
CLI-14471,55.4,MENSAL,Boleto,Divorciado,210.08,39.1,4,7,0,-18.24,5066,IP-5BA68,1
CLI-14472,55.5, Mensal ,Cartao_Credito,Solteiro,,17.9,48,1,0,11.01,6319,IP-2885E,1
CLI-14473,46.5,MENSAL,Cartao_Credito,Casado,97.13,31.9,61,1,0,18.35,4218,IP-33CF6,0
CLI-14474,50.1,Anual,Boleto,Casado,215.69,15.7,65,4,2,35.08,8358,IP-B267F,1
CLI-14475,46.2,ANUAL,Debito_Automatico,Casado,167.26,36.2,71,5,0,8.91,4290,IP-EA5B4,1
CLI-14476,34.5,Anual,Boleto,Solteiro,94.56,62.3,61,0,0,-43.16,2831,IP-2CD80,1
CLI-14477,49.1, Mensal ,Boleto,Solteiro,186.99,6.7,1,4,0,32.86,4194,IP-A9E58,1
CLI-14478,23.3,MENSAL,Cartao_Credito,Solteiro,105.81,70.2,6,0,0,-28.85,9703,IP-390FA,0
CLI-14479,52.6,mensal,Cartao_Credito,Casado,159.04,5.9,21,1,1,-0.4,5651,IP-87C26,1
CLI-14480,25.7, Mensal ,Cartao_Credito,Casado,248.38,37.8,67,3,1,-20.44,1851,IP-24BB2,1
CLI-14481,43.4, Mensal ,Cartao_Credito,Divorciado,96.35,43.3,28,1,0,-4.69,5264,IP-86CFF,1
CLI-14482,29.9, Mensal ,Boleto,Solteiro,234.72,69.5,66,3,1,16.25,5750,IP-ADE4C,0
CLI-14483,46.6,ANUAL,Cartao_Credito,Solteiro,100.54,69.4,27,7,1,6.33,5403,IP-1B604,1
CLI-14484,39.6,mensal,Cartao_Credito,Solteiro,148.86,29.3,32,1,1,-20.34,6955,IP-CAA0E,1
CLI-14485,20.9,mensal,Pix,Solteiro,131.2,8.1,12,0,0,16.73,9582,IP-55AFD,1
CLI-14486,45.0,Bienal,Pix,Casado,202.3,58.2,65,0,1,46.28,2938,IP-87699,0
CLI-14487,33.1,mensal,Debito_Automatico,Casado,43.44,37.2,46,1,0,1.55,4253,IP-BE348,0
CLI-14488,50.6, Mensal ,Boleto,Divorciado,167.97,23.2,40,1,1,-15.53,6965,IP-D2549,1
CLI-14489,40.0,mensal,Cartao_Credito,Solteiro,197.35,17.0,9,5,0,21.88,9196,IP-7A83F,1
CLI-14490,44.7, Mensal ,Pix,Solteiro,133.87,10.7,62,4,0,-24.06,9152,IP-9624D,1
CLI-14491,28.5, Mensal ,Cartao_Credito,Solteiro,53.16,20.7,16,3,0,-1.39,9393,IP-7A023,1
CLI-14492,32.9, Mensal ,Boleto,Casado,83.86,32.6,68,1,0,-12.02,7547,IP-67986,0
CLI-14493,34.5,MENSAL,Pix,Divorciado,179.53,34.2,40,1,1,41.68,4339,IP-56AA5,1
CLI-14494,50.3, Mensal ,Pix,Solteiro,227.0,44.3,35,1,0,0.93,2606,IP-31D62,1
CLI-14495,60.1,mensal,Debito_Automatico,Solteiro,122.75,25.3,60,0,1,-14.55,1791,IP-27321,1
CLI-14496,30.3,ANUAL,Pix,Casado,153.29,118.6,70,3,1,-11.75,9704,IP-BE934,0
CLI-14497,52.9,mensal,Boleto,Casado,,35.8,3,1,1,-62.66,9072,IP-C30FD,1
CLI-14498,14.0,Bienal,Cartao_Credito,Solteiro,120.69,29.8,53,2,1,-8.12,9331,IP-D3F96,1
CLI-14499,,MENSAL,Debito_Automatico,Casado,104.09,7.2,59,0,0,7.31,6097,IP-A2C2D,1
CLI-14500,28.5,mensal,Cartao_Credito,Solteiro,174.22,46.1,36,2,0,-8.54,9246,IP-77E8C,1
CLI-14501,23.8,Anual,Debito_Automatico,Divorciado,246.63,46.6,66,1,1,-25.6,7458,IP-D4F2F,0
CLI-14502,21.0, Mensal ,Cartao_Credito,Solteiro,208.93,44.4,37,0,0,17.77,3809,IP-9E48C,1
CLI-14503,45.0, Mensal ,Cartao_Credito,Solteiro,72.28,103.4,44,2,0,-0.16,7844,IP-39A0B,0
CLI-14504,37.4,Anual,Pix,Solteiro,157.09,69.8,64,3,0,49.19,5741,IP-2DF1B,0
CLI-14505,44.6,MENSAL,Cartao_Credito,Solteiro,44.61,95.9,51,1,0,-16.91,5672,IP-A38D1,0
CLI-14506,48.3,Anual,Pix,Casado,84.32,7.8,6,1,0,-0.33,2230,IP-D2090,1
CLI-14507,43.2,Bienal,Cartao_Credito,Casado,67.89,22.2,69,1,0,-5.53,8239,IP-3B823,0
CLI-14508,47.9,mensal,Pix,Solteiro,103.82,22.3,21,2,1,-12.67,8761,IP-43858,1
CLI-14509,39.2,MENSAL,Boleto,Casado,179.34,53.2,57,6,0,20.2,5118,IP-302AF,1
CLI-14510,25.8,MENSAL,Boleto,Solteiro,139.87,31.8,28,2,0,-0.11,8278,IP-5575E,1
CLI-14511,52.7,Bienal,Cartao_Credito,Solteiro,235.24,72.6,24,3,4,3.99,6177,IP-B64FE,1
CLI-14512,32.9,ANUAL,Cartao_Credito,Divorciado,76.8,26.8,63,2,0,1.47,7876,IP-72E57,0
CLI-14513,28.8,Bienal,Pix,Casado,110.13,16.3,22,3,2,21.54,4289,IP-20083,1
CLI-14514,37.9,mensal,Cartao_Credito,Solteiro,102.57,20.5,34,2,1,39.2,7453,IP-8A1BC,1
CLI-14515,29.0,Anual,Cartao_Credito,Solteiro,81.91,14.1,37,1,0,-19.1,8438,IP-90C69,0
CLI-14516,35.0,mensal,Boleto,Casado,248.5,14.9,41,5,0,-2.97,8154,IP-C764E,1
CLI-14517,44.1, Mensal ,Boleto,Solteiro,115.19,16.0,43,1,0,10.99,9881,IP-B97C5,1
CLI-14518,44.2,Bienal,Cartao_Credito,Casado,236.91,5.7,22,4,0,9.55,2972,IP-CE78B,1
CLI-14519,29.2, Mensal ,Cartao_Credito,Casado,115.9,61.7,15,2,0,21.84,1374,IP-812C5,0
CLI-14520,34.1,Bienal,Cartao_Credito,Solteiro,74.9,28.0,21,0,1,-13.78,9243,IP-644FB,0
CLI-14521,52.9, Mensal ,Pix,Solteiro,56.23,6.0,52,0,1,-3.76,9636,IP-D0B02,1
CLI-14522,46.0,ANUAL,Cartao_Credito,Casado,218.22,25.8,4,1,1,22.63,4749,IP-71F00,1
CLI-14523,64.9,mensal,Debito_Automatico,Solteiro,37.06,111.1,47,2,0,-12.88,2111,IP-D7FE7,0
CLI-14524,54.2,mensal,Cartao_Credito,Solteiro,242.17,37.2,18,1,0,3.88,2940,IP-7A17E,1
CLI-14525,53.7, Mensal ,Cartao_Credito,Casado,122.0,199.6,71,2,0,-21.76,5576,IP-3920F,0
CLI-14526,23.3,MENSAL,Boleto,Casado,84.42,39.9,35,2,0,52.93,3483,IP-71ED5,0
CLI-14527,49.2,mensal,Cartao_Credito,Solteiro,165.84,153.1,7,3,1,3.88,4863,IP-50164,1
CLI-14528,39.4,Anual,Boleto,Casado,59.24,15.1,41,1,2,32.15,2446,IP-2FB05,1
CLI-14529,33.4, Mensal ,Pix,Casado,45.87,20.4,10,0,0,1.03,9348,IP-94117,1
CLI-14530,42.0, Mensal ,Cartao_Credito,Solteiro,,59.2,62,1,0,15.35,3953,IP-A8874,0
CLI-14531,51.3, Mensal ,Pix,Solteiro,123.43,199.8,65,2,0,7.83,2440,IP-7448A,0
CLI-14532,46.0,mensal,Cartao_Credito,Casado,144.02,83.5,12,2,0,23.4,2066,IP-6A838,0
CLI-14533,29.5,ANUAL,Cartao_Credito,Solteiro,68.87,41.3,28,1,0,20.75,3349,IP-45489,0
CLI-14534,48.9,ANUAL,Cartao_Credito,Solteiro,43.51,9.0,58,2,1,-7.54,8934,IP-7D0A8,0
CLI-14535,32.3, Mensal ,Debito_Automatico,Casado,110.91,25.4,56,1,0,-7.4,2408,IP-99834,0
CLI-14536,42.6,MENSAL,Cartao_Credito,Casado,141.35,9.1,18,1,1,20.71,1276,IP-709D6,1
CLI-14537,36.4,Anual,Pix,Casado,198.39,21.8,65,3,0,46.68,1526,IP-9A2E1,1
CLI-14538,37.4,mensal,Boleto,Casado,140.23,18.5,57,3,0,-9.87,2073,IP-B1404,1
CLI-14539,49.2,mensal,Cartao_Credito,Solteiro,202.15,27.1,50,1,1,-15.08,8290,IP-716E5,1
CLI-14540,27.5,MENSAL,Boleto,Solteiro,55.4,86.7,45,0,1,-29.48,7288,IP-C5F6C,0
CLI-14541,63.3, Mensal ,Pix,Casado,44.07,12.3,62,3,1,14.26,7979,IP-BB4ED,1
CLI-14542,18.1, Mensal ,Pix,Casado,64.95,21.4,65,1,0,2.9,6496,IP-7720B,0
CLI-14543,32.8, Mensal ,Boleto,Casado,199.84,18.6,55,0,1,0.98,7953,IP-AC408,1
CLI-14544,44.4,Anual,Pix,Solteiro,197.05,20.8,38,3,0,8.04,8785,IP-96CCB,1
CLI-14545,47.0, Mensal ,Cartao_Credito,Divorciado,61.1,25.1,4,1,0,9.77,2317,IP-A3D95,1
CLI-14546,38.8, Mensal ,Debito_Automatico,Solteiro,36.82,17.6,15,4,0,3.37,5781,IP-53A48,0
CLI-14547,39.3,mensal,Pix,Solteiro,180.76,133.6,21,1,0,13.45,7462,IP-69B38,1
CLI-14548,44.9, Mensal ,Pix,Solteiro,218.16,29.5,21,2,1,18.35,5651,IP-936D2,1
CLI-14549,37.2, Mensal ,Pix,Solteiro,195.9,10.5,51,1,1,18.01,5106,IP-1D709,1
CLI-14550,56.7,Bienal,Boleto,Casado,74.62,33.4,35,1,1,1.18,7039,IP-9D16C,0
CLI-14551,50.1, Mensal ,Boleto,Solteiro,158.43,14.2,4,3,0,3.8,3430,IP-71F3B,1
CLI-14552,50.5,Anual,Boleto,Solteiro,,16.0,32,3,0,-21.04,3525,IP-38D5A,1
CLI-14553,28.4,mensal,Cartao_Credito,Solteiro,86.28,20.1,12,1,0,-15.69,5109,IP-95F8A,1
CLI-14554,39.0,Anual,Boleto,Casado,146.1,11.0,54,4,2,26.36,6463,IP-227E3,1
CLI-14555,36.4,MENSAL,Cartao_Credito,Casado,99.18,62.5,30,3,0,-19.47,2234,IP-B4085,0
CLI-14556,27.9, Mensal ,Boleto,Casado,79.63,75.6,9,1,0,-29.03,6983,IP-2B4F9,1
CLI-14557,44.3,ANUAL,Cartao_Credito,Solteiro,243.31,27.6,19,3,0,16.19,4213,IP-793CC,1
CLI-14558,33.5,MENSAL,Cartao_Credito,Casado,,57.6,30,1,0,14.59,6380,IP-7DF72,1
CLI-14559,47.9,ANUAL,Cartao_Credito,Solteiro,128.05,27.2,65,1,0,4.25,7982,IP-BD709,0
CLI-14560,27.2,mensal,Pix,Solteiro,60.09,13.1,45,2,1,19.58,8891,IP-33BBC,1
CLI-14561,60.6,Bienal,Cartao_Credito,Casado,190.14,27.8,23,0,0,-42.87,3430,IP-2993B,1
CLI-14562,29.2,Anual,Pix,Solteiro,86.25,41.6,5,3,0,10.37,7583,IP-4E9C2,1
CLI-14563,42.6,Bienal,Cartao_Credito,Solteiro,67.07,6.9,67,2,0,-7.44,9144,IP-B5C52,1
CLI-14564,49.5,MENSAL,Boleto,Solteiro,113.94,52.8,66,2,1,-8.39,1067,IP-1C680,0
CLI-14565,,MENSAL,Cartao_Credito,Solteiro,146.57,66.1,43,6,0,22.91,1324,IP-E1E64,1
CLI-14566,50.2,Anual,Cartao_Credito,Solteiro,51.44,93.5,2,3,1,26.5,8490,IP-E86AD,1
CLI-14567,25.2,ANUAL,Boleto,Solteiro,155.78,9.9,48,3,0,-17.19,8472,IP-ADCE8,1
CLI-14568,57.4,Bienal,Boleto,Solteiro,33.38,5.0,58,0,0,20.98,6423,IP-EA263,1
CLI-14569,40.2,mensal,Cartao_Credito,Divorciado,226.21,8.4,40,3,0,32.65,2893,IP-A9361,1
CLI-14570,32.8,Anual,Boleto,Casado,232.56,121.0,53,2,1,-0.54,1405,IP-3A7ED,1
CLI-14571,36.4, Mensal ,Pix,Casado,191.28,70.3,59,2,0,2.4,4657,IP-71FA2,1
CLI-14572,49.7,MENSAL,Cartao_Credito,Casado,132.64,86.2,68,3,0,9.57,4223,IP-7D6A3,0
CLI-14573,33.0, Mensal ,Cartao_Credito,Casado,86.08,37.7,63,4,1,-21.3,3822,IP-CB44C,1
CLI-14574,31.0,mensal,Boleto,Solteiro,193.7,38.7,36,2,0,-26.41,9981,IP-27966,1
CLI-14575,37.3,Bienal,Cartao_Credito,Solteiro,235.0,21.0,40,3,1,64.01,9862,IP-729AE,1
CLI-14576,25.9, Mensal ,Debito_Automatico,Casado,,88.2,6,0,0,-4.0,1442,IP-64753,0
CLI-14577,61.8,Anual,Boleto,Solteiro,132.48,84.7,14,1,1,-42.96,8335,IP-CE87B,1
CLI-14578,33.2,MENSAL,Boleto,Solteiro,99.36,27.4,33,0,1,10.0,6762,IP-62A63,1
CLI-14579,50.0, Mensal ,Boleto,Solteiro,108.48,23.0,19,5,1,16.36,5184,IP-6710F,1
CLI-14580,42.5,mensal,Boleto,Casado,119.27,65.3,43,1,1,-47.31,1455,IP-4B0EB,0
CLI-14581,28.2,MENSAL,Cartao_Credito,Divorciado,,6.2,54,0,1,-11.33,2795,IP-9DE5A,1
CLI-14582,39.9, Mensal ,Debito_Automatico,Solteiro,86.9,93.5,61,3,0,20.56,9599,IP-8BAB0,0
CLI-14583,49.4,ANUAL,Boleto,Casado,138.39,31.6,13,1,0,15.85,3344,IP-18DB0,1
CLI-14584,37.7,Bienal,Cartao_Credito,Casado,239.33,31.2,42,3,2,-6.19,8095,IP-81DA5,1
CLI-14585,54.3, Mensal ,Boleto,Solteiro,,54.8,18,0,0,-24.06,3160,IP-C4F52,0
CLI-14586,52.3, Mensal ,Cartao_Credito,Solteiro,219.99,51.7,72,2,0,28.44,6743,IP-E964B,1
CLI-14587,51.0,MENSAL,Cartao_Credito,Solteiro,42.93,18.9,65,2,0,-29.29,8022,IP-4ECCF,0
CLI-14588,34.5,Anual,Boleto,Divorciado,239.67,134.1,48,1,0,50.72,3819,IP-C9822,0
CLI-14589,27.0,mensal,Boleto,Solteiro,71.26,198.2,36,0,0,15.21,7015,IP-402AB,0
CLI-14590,32.6, Mensal ,Boleto,Solteiro,245.59,38.6,45,2,1,-21.06,4739,IP-905D5,1
CLI-14591,42.4,MENSAL,Cartao_Credito,Solteiro,68.63,42.1,10,1,0,-6.95,8324,IP-BBE9F,0
CLI-14592,46.5,Bienal,Boleto,Casado,127.76,41.4,9,0,1,-12.24,3211,IP-95541,1
CLI-14593,13.9,mensal,Cartao_Credito,Divorciado,97.9,34.9,46,3,1,3.27,4123,IP-E6392,1
CLI-14594,39.9,mensal,Boleto,Solteiro,125.31,135.7,17,1,0,-1.8,4878,IP-2C624,0
CLI-14595,41.9,Bienal,Boleto,Divorciado,85.12,17.6,67,1,0,20.06,9813,IP-8DAE5,0
CLI-14596,36.7,Anual,Boleto,Solteiro,242.37,10.1,33,0,0,-0.26,6932,IP-D3DAE,1
CLI-14597,55.5,Anual,Pix,Solteiro,97.26,124.4,65,4,2,-3.13,1762,IP-465DD,0
CLI-14598,45.1,MENSAL,Pix,Divorciado,173.72,15.8,20,2,0,-7.04,6243,IP-27BD3,1
CLI-14599,55.7,Bienal,Debito_Automatico,Casado,60.24,67.2,66,0,0,21.37,8046,IP-52A34,0
CLI-14600,37.4,Anual,Debito_Automatico,Solteiro,211.37,15.3,16,2,0,29.59,1783,IP-1DFDF,1
CLI-14601,51.2,ANUAL,Pix,Solteiro,149.35,150.1,14,0,1,-28.19,4452,IP-4940F,1
CLI-14602,59.6,Anual,Debito_Automatico,Casado,245.48,75.5,1,3,1,23.82,2150,IP-BA3C1,1
CLI-14603,55.7,Anual,Pix,Casado,123.15,117.9,35,1,0,34.12,2509,IP-879D5,0
CLI-14604,26.9,mensal,Pix,Casado,73.0,140.7,1,2,2,-14.26,2854,IP-4B2A7,1
CLI-14605,37.0,mensal,Cartao_Credito,Casado,106.12,9.0,43,2,3,-4.47,5596,IP-31883,1
CLI-14606,,Anual,Cartao_Credito,Casado,192.13,30.6,69,0,0,-5.67,5310,IP-22524,1
CLI-14607,45.9,mensal,Pix,Casado,175.0,52.0,55,2,0,13.11,2153,IP-343F9,0
CLI-14608,48.2,MENSAL,Boleto,Casado,201.24,78.0,16,0,1,-14.41,4843,IP-EA568,0
CLI-14609,29.9, Mensal ,Pix,Casado,46.16,17.4,67,0,0,28.73,9793,IP-5DBB4,0
CLI-14610,40.8,ANUAL,Cartao_Credito,Solteiro,157.68,115.7,63,2,1,-58.58,1061,IP-2760A,0
CLI-14611,15.8, Mensal ,Cartao_Credito,Solteiro,235.08,16.2,72,2,0,-2.44,8210,IP-6A5F6,1
CLI-14612,57.3,ANUAL,Pix,Solteiro,53.74,95.5,22,2,0,-5.99,9299,IP-7F8F6,1
CLI-14613,33.9,Anual,Debito_Automatico,Casado,50.75,37.4,56,0,0,-14.7,3637,IP-C7397,0
CLI-14614,40.7, Mensal ,Cartao_Credito,Solteiro,187.65,37.6,52,2,0,11.98,1384,IP-2D0E6,1
CLI-14615,36.3,MENSAL,Pix,Solteiro,,26.1,27,1,2,1.43,4394,IP-21481,1
CLI-14616,,mensal,Pix,Solteiro,174.89,9.9,64,0,0,5.98,1701,IP-98977,1
CLI-14617,5.9,mensal,Cartao_Credito,Solteiro,149.98,24.2,45,1,2,10.39,9163,IP-E0D56,1
CLI-14618,39.8,mensal,Cartao_Credito,Casado,246.93,30.0,67,1,0,46.09,2031,IP-2E03A,1
CLI-14619,38.7, Mensal ,Cartao_Credito,Solteiro,225.59,34.3,26,0,0,57.0,1509,IP-2D156,1
CLI-14620,34.6,Bienal,Cartao_Credito,Solteiro,179.18,65.5,13,3,0,-22.75,9147,IP-5CCB4,1
CLI-14621,, Mensal ,Boleto,Casado,87.57,24.5,30,1,0,-28.51,8211,IP-2AC41,0
CLI-14622,29.4,Anual,Cartao_Credito,Casado,87.62,28.5,30,2,1,-8.0,4708,IP-DC96B,1
CLI-14623,49.3,mensal,Cartao_Credito,Solteiro,,111.4,44,1,0,-21.31,2902,IP-CD9A5,0
