proponente_id,idade,tipo_vinculo,estado_civil,escolaridade,renda_mensal,valor_solicitado,numero_parcelas,score_serasa,num_consultas_recentes,atrasos_ultimos_12m,ruido_estocastico,numero_da_sorte_app,ip_origem_hash,inadimplente
PROP-11442,28.3,Autonomo,Solteiro,Medio,2763.19,22527.96,24,502.8,1,0,2.61,8542,IP-D64FE,1
PROP-11443,22.1, CLT ,Solteiro,Superior,10079.22,4650.66,24,659.7,3,0,-35.93,9524,IP-4823F,0
PROP-11444,43.3,PJ,Solteiro,Medio,3467.76,24922.54,48,738.8,0,0,58.69,7623,IP-B2FD2,0
PROP-11445,53.2,CLT,Viuvo,Superior,1932.61,14600.69,24,609.2,3,1,41.85,4537,IP-829CE,1
PROP-11446,51.9,Autonomo,Solteiro,Superior,1752.23,6372.47,48,593.6,1,1,68.17,9872,IP-869DC,0
PROP-11447,45.8,PJ,Casado,Medio,2114.86,30447.68,24,420.0,4,0,4.93,6501,IP-E5B51,0
PROP-11448,45.0,Servidor_Publico,Solteiro,Superior,2607.67,22262.28,48,810.0,0,0,-37.17,3314,IP-8E8C2,0
PROP-11449,56.7,Autonomo,Casado,Medio,4215.86,13705.92,60,596.2,2,1,30.62,8038,IP-62E2E,1
PROP-11450,41.7,clt,Solteiro,Superior,6477.71,3014.0,24,695.2,0,1,-52.73,5173,IP-9366E,0
PROP-11451,45.1,Autonomo,Casado,Superior,19449.84,19731.24,48,714.2,7,0,-14.52,1817,IP-79444,0
PROP-11452,34.5,PJ,Casado,Medio,,32466.45,36,532.0,1,1,20.41,2908,IP-32AD7,0
PROP-11453,23.0,Autonomo,Casado,Superior,4466.82,21680.53,48,592.3,1,1,-35.26,1360,IP-68CDA,0
PROP-11454,30.5,CLT,Divorciado,Pos_Graduacao,4498.59,34064.47,36,806.8,5,0,119.44,9252,IP-78E38,0
PROP-11455,37.9,Servidor_Publico,Solteiro,Fundamental,4656.26,6502.89,24,463.6,2,1,36.04,5102,IP-64CB3,0
PROP-11456,38.7,Autonomo,Casado,Superior,4462.95,20754.07,24,917.9,3,2,-45.96,2294,IP-1A94F,0
PROP-11457,59.2,Autonomo,Solteiro,Superior,1437.02,28338.13,12,515.7,1,0,47.91,5616,IP-3AEF5,1
PROP-11458,38.9,CLT,Solteiro,Medio,1407.25,19342.84,36,454.9,3,2,81.65,1212,IP-8F933,1
PROP-11459,51.0,Autonomo,Casado,Medio,1831.64,5005.19,60,638.5,1,2,-75.41,9422,IP-C922E,1
PROP-11460,33.2, CLT ,Solteiro,Superior,1849.78,21235.24,36,929.2,5,1,63.99,7970,IP-C28DD,1
PROP-11461,34.6,Autonomo,Casado,Medio,6525.81,22187.35,24,352.5,0,1,-63.1,9859,IP-374FD,1
PROP-11462,23.4,CLT,Viuvo,Pos_Graduacao,2363.09,26047.41,48,600.3,0,0,-0.44,9073,IP-21B08,0
PROP-11463,29.8,Autonomo,Solteiro,Medio,10854.52,27119.98,48,686.7,2,1,8.75,4189,IP-B7634,0
PROP-11464,43.8,Estudante,Casado,Medio,12486.09,27435.5,24,624.7,2,2,-32.95,5183,IP-EBF51,0
PROP-11465,38.1,CLT,Solteiro,Medio,17046.12,23893.66,12,673.5,4,0,-33.11,6635,IP-EAF70,0
PROP-11466,48.4,Estudante,Solteiro,Pos_Graduacao,13152.5,9121.77,12,519.5,4,1,-42.8,1750,IP-4FAE4,0
PROP-11467,40.0, CLT ,Solteiro,Superior,2732.66,15339.78,48,536.0,4,1,-27.01,3274,IP-28A2E,0
PROP-11468,-15.0,Servidor_Publico,Divorciado,Superior,4394.16,27612.29,48,599.2,1,1,-49.71,2267,IP-DB2DE,1
PROP-11469,61.6,PJ,Divorciado,Medio,2210.28,33463.09,24,461.8,4,0,55.65,1420,IP-D9B4A,1
PROP-11470,37.0,Autonomo,Divorciado,Superior,8292.11,4605.25,24,613.7,3,0,-73.52,5526,IP-469BA,0
PROP-11471,50.8,AUTONOMO,Viuvo,Medio,10611.1,19672.71,48,565.6,1,0,89.89,2383,IP-E001D,0
PROP-11472,33.6,Servidor_Publico,Solteiro,Pos_Graduacao,9404.15,12313.23,60,554.2,2,1,-6.68,6590,IP-441DC,0
PROP-11473,45.8, CLT ,Solteiro,Superior,3785.78,9438.0,48,664.9,5,0,-104.74,6832,IP-5CBD5,0
PROP-11474,48.2,CLT,Casado,Medio,7370.75,18691.75,36,365.1,4,0,38.64,4654,IP-EC55A,0
PROP-11475,40.3,Autonomo,Casado,Superior,1831.23,22000.95,24,587.9,2,1,-19.42,1146,IP-35746,1
PROP-11476,12.1,PJ,Solteiro,Superior,1572.52,2322.48,36,944.4,2,1,-59.64,4884,IP-B1E98,0
PROP-11477,38.2,PJ,Solteiro,Medio,7277.16,27746.82,24,467.9,1,2,-17.06,2353,IP-72573,1
PROP-11478,51.5,PJ,Casado,Pos_Graduacao,3726.81,29056.11,48,800.0,3,1,-38.71,6173,IP-8EA9F,0
PROP-11479,43.8, CLT ,Casado,Superior,24141.68,33861.86,24,627.7,4,3,64.37,4884,IP-43914,0
PROP-11480,42.9,PJ,Solteiro,Medio,,7961.24,48,535.6,2,0,-39.03,9962,IP-53788,0
PROP-11481,19.1,CLT,Casado,Medio,9528.51,21620.23,24,435.1,3,2,-66.22,3123,IP-30742,1
PROP-11482,30.1,Autonomo,Casado,Superior,4146.35,16078.64,48,,4,2,-35.44,4461,IP-E80F0,0
PROP-11483,42.5,CLT,Casado,Superior,8772.4,13049.32,24,823.5,3,1,-49.63,2773,IP-673A8,0
PROP-11484,42.5,CLT,Solteiro,Superior,8535.65,20665.9,24,565.5,0,0,53.86,2740,IP-CEE0A,0
PROP-11485,51.4, CLT ,Casado,Superior,11802.74,27818.64,36,608.7,1,1,10.06,5541,IP-76E0D,0
PROP-11486,36.4, CLT ,Solteiro,Superior,2885.15,2760.74,12,761.5,1,0,-73.33,1392,IP-87899,0
PROP-11487,42.5,Autonomo,Solteiro,Fundamental,13965.25,33990.2,60,667.7,6,0,-52.8,1040,IP-7111A,1
PROP-11488,38.2, CLT ,Casado,Superior,2090.82,28726.09,36,399.9,2,1,-22.26,3970,IP-77EDB,1
PROP-11489,27.1, CLT ,Casado,Superior,,26788.07,36,633.8,2,0,-92.13,8860,IP-6DADD,0
PROP-11490,13.2,CLT,Solteiro,Medio,3772.82,27092.78,48,831.7,1,0,-55.39,3057,IP-45309,0
PROP-11491,42.7, CLT ,Casado,Medio,8800.99,14839.0,48,614.8,3,0,16.21,1560,IP-86DE3,0
PROP-11492,39.9,CLT,Casado,Medio,4093.69,26803.48,36,,2,0,90.73,7632,IP-EEB2F,0
PROP-11493,31.2,CLT,Casado,Superior,8824.63,14763.42,60,674.4,7,0,-91.89,8560,IP-DD82F,1
PROP-11494,20.2,Autonomo,Casado,Pos_Graduacao,6894.33,31657.33,12,592.2,5,0,136.33,7873,IP-2727C,1
PROP-11495,44.9,Autonomo,Casado,Medio,2387.0,7848.34,12,363.9,1,2,18.74,3685,IP-7FDFF,1
PROP-11496,35.1,Autonomo,Casado,Medio,13889.17,11647.46,36,384.9,0,1,-56.72,4762,IP-EB8BF,0
PROP-11497,44.1,clt,Solteiro,Pos_Graduacao,1663.37,20194.14,24,756.5,1,1,76.36,7371,IP-5A805,1
PROP-11498,58.5, CLT ,Solteiro,Medio,10999.22,12533.96,24,517.5,2,0,20.92,3314,IP-E3886,0
PROP-11499,14.4,PJ,Solteiro,Superior,2924.78,15999.83,24,493.0,3,1,42.3,4330,IP-73796,1
PROP-11500,30.3,Autonomo,Casado,Superior,4312.46,18249.95,24,615.0,1,0,41.27,4835,IP-A6B87,1
PROP-11501,35.7,clt,Casado,Pos_Graduacao,,30259.66,48,529.8,4,0,53.77,3492,IP-1AEC5,0
PROP-11502,54.0,CLT,Solteiro,Medio,2191.88,19265.34,36,634.0,1,1,-62.55,3632,IP-5C946,0
PROP-11503,20.0,CLT,Solteiro,Medio,,13961.18,60,591.6,5,0,40.35,7173,IP-CC85D,0
PROP-11504,59.3, CLT ,Casado,Superior,2300.27,10175.29,48,452.0,1,2,2.67,2615,IP-1C45E,1
PROP-11505,39.5, CLT ,Solteiro,Fundamental,2357.66,15486.31,24,548.4,1,0,29.04,2031,IP-80D08,1
PROP-11506,36.9,Autonomo,Casado,Superior,2269.8,19019.29,24,682.0,4,1,-33.77,2192,IP-89EAF,0
PROP-11507,35.8,Autonomo,Solteiro,Medio,4219.96,26621.79,24,625.9,3,2,-32.34,3199,IP-6E6D5,1
PROP-11508,33.2,Autonomo,Casado,Superior,8116.42,5994.61,48,608.5,1,0,-28.97,1380,IP-DE59D,0
PROP-11509,49.5,PJ,Divorciado,Pos_Graduacao,4934.63,9313.1,12,891.2,3,0,36.56,8587,IP-8162E,0
PROP-11510,26.2,PJ,Solteiro,Pos_Graduacao,10794.81,14528.58,24,722.3,3,1,-4.21,8056,IP-926B1,0
PROP-11511,41.8,AUTONOMO,Casado,Fundamental,5650.81,13893.15,60,,3,1,-26.96,4839,IP-EC9A3,0
PROP-11512,33.8,Estudante,Solteiro,Medio,6310.04,14927.69,36,596.8,4,0,-16.86,2350,IP-DE0C4,1
PROP-11513,29.6,CLT,Casado,Medio,6026.04,28186.2,24,650.8,1,1,62.54,5686,IP-C2BC7,1
PROP-11514,66.4,CLT,Casado,Superior,3906.79,12697.1,24,559.6,3,1,24.7,4131,IP-44CDE,0
PROP-11515,42.6,CLT,Solteiro,Pos_Graduacao,6310.02,18562.64,48,728.9,3,0,22.92,2151,IP-EE430,0
PROP-11516,44.7,Autonomo,Casado,Medio,1703.48,22588.93,48,604.5,1,2,13.32,2193,IP-7C270,1
PROP-11517,50.5,Servidor_Publico,Divorciado,Medio,9653.22,9661.89,24,651.1,4,0,53.59,1551,IP-65481,0
PROP-11518,22.4,CLT,Solteiro,Superior,999999.0,25716.95,24,642.5,2,0,-52.89,7588,IP-E4217,0
PROP-11519,57.3,Servidor_Publico,Solteiro,Medio,2581.64,20054.67,48,617.5,5,2,44.3,7095,IP-6A14F,1
PROP-11520,10.4,CLT,Divorciado,Medio,7536.86,16743.78,48,990.0,0,1,3.82,4379,IP-346B2,0
PROP-11521,29.5,Servidor_Publico,Casado,Superior,1453.44,28722.87,48,526.7,1,2,-46.65,6503,IP-E38F5,1
PROP-11522,33.0, CLT ,Divorciado,Superior,2428.74,10035.34,36,525.4,4,0,-0.96,1252,IP-32E46,1
PROP-11523,44.4,CLT,Casado,Superior,1682.89,31144.81,60,717.2,3,1,-13.73,6083,IP-4B460,0
PROP-11524,40.4,clt,Casado,Medio,7763.67,20514.61,24,536.7,2,2,17.07,7790,IP-EC7D4,1
PROP-11525,36.2,CLT,Solteiro,Superior,7322.3,22102.77,12,579.2,3,2,45.03,9370,IP-5AF31,1
PROP-11526,37.9,CLT,Casado,Superior,8456.23,30876.95,36,467.9,3,1,-56.48,9448,IP-E5E5B,1
PROP-11527,27.2,CLT,Divorciado,Superior,1418.87,28980.23,36,688.8,1,0,85.88,7675,IP-422FB,1
PROP-11528,21.5,PJ,Casado,Superior,4321.59,21851.55,48,690.6,0,1,-84.03,3601,IP-19C6C,0
PROP-11529,46.0,Autonomo,Solteiro,Medio,6524.94,26855.19,12,575.9,2,0,-37.02,8768,IP-CD442,1
PROP-11530,45.6,CLT,Solteiro,Medio,2109.35,16299.54,48,720.1,2,0,98.55,3642,IP-917E8,0
PROP-11531,55.4,Autonomo,Solteiro,Medio,5806.74,20063.47,24,359.9,0,1,-74.25,7927,IP-30BF0,0
PROP-11532,29.3,AUTONOMO,Solteiro,Medio,1769.01,4048.31,36,521.0,3,0,-29.59,9079,IP-66C41,0
PROP-11533,45.6,CLT,Solteiro,Superior,2240.29,4965.31,12,596.2,2,1,-38.91,7831,IP-E09AE,0
PROP-11534,34.9, CLT ,Casado,Pos_Graduacao,4112.68,29371.04,36,455.9,2,0,-120.98,4039,IP-3C0E8,0
PROP-11535,51.1,CLT,Casado,Superior,5852.25,3969.16,36,375.2,2,1,-5.51,4382,IP-5A206,1
PROP-11536,49.2,CLT,Solteiro,Superior,2062.22,7590.17,24,576.9,1,0,22.2,9939,IP-DB5B2,0
PROP-11537,40.3,Autonomo,Casado,Medio,2260.33,28262.48,24,717.2,1,1,22.05,8835,IP-54AEA,1
PROP-11538,34.3,CLT,Solteiro,Superior,2360.61,2037.82,36,799.5,3,1,-29.75,3710,IP-20A77,1
PROP-11539,48.6,Autonomo,Solteiro,Medio,2545.46,11319.34,48,543.4,3,0,-99.15,3492,IP-932F4,0
PROP-11540,45.1,AUTONOMO,Solteiro,Medio,2478.98,21273.28,24,722.7,2,1,-35.14,1095,IP-3C15E,1
PROP-11541,30.5,CLT,Casado,Medio,3511.65,21649.85,24,709.1,5,0,-45.47,5439,IP-2E9B9,1
PROP-11542,23.4,Autonomo,Solteiro,Superior,5854.98,27646.05,24,790.6,3,1,12.35,1243,IP-1AD95,1
PROP-11543,34.8,CLT,Solteiro,Fundamental,3820.5,18695.57,60,571.0,2,1,-28.93,9729,IP-189A3,1
PROP-11544,54.7,Estudante,Solteiro,Medio,7683.17,18810.26,24,368.2,3,1,19.45,5371,IP-4A330,0
PROP-11545,50.6,clt,Casado,Medio,6735.5,25935.25,12,629.8,1,0,-97.32,2835,IP-53E93,1
PROP-11546,25.8,PJ,Solteiro,Superior,1968.17,18454.61,48,478.1,5,3,30.38,4857,IP-BC320,1
PROP-11547,25.2,Autonomo,Casado,Medio,1610.31,22080.21,36,518.7,2,2,24.24,8267,IP-A28EC,1
PROP-11548,52.0,CLT,Casado,Pos_Graduacao,10233.67,31626.54,12,577.8,0,2,-56.51,6977,IP-1C969,0
PROP-11549,25.5,Autonomo,Casado,Superior,1749.43,15247.88,60,572.6,7,1,-37.56,7540,IP-A2AF0,1
PROP-11550,43.6,Estudante,Divorciado,Fundamental,2074.38,14709.13,36,639.8,4,0,-17.84,1601,IP-C3B74,0
PROP-11551,31.2,Autonomo,Solteiro,Superior,1494.0,2117.12,36,718.4,1,0,52.36,7184,IP-D8410,0
PROP-11552,55.8,PJ,Solteiro,Superior,5557.02,22243.07,24,568.5,5,2,-16.41,8118,IP-B130A,1
PROP-11553,29.5,Servidor_Publico,Divorciado,Superior,5067.28,2982.47,48,675.4,0,2,15.09,4512,IP-822FE,0
PROP-11554,50.6,CLT,Casado,Superior,19608.78,18636.9,24,622.1,4,0,-1.8,8638,IP-A1302,0
PROP-11555,40.0,CLT,Casado,Superior,10555.03,28539.72,24,751.0,4,0,43.89,7793,IP-91A29,1
PROP-11556,40.8,Autonomo,Casado,Medio,3622.06,20147.4,12,593.6,2,0,6.77,9132,IP-646CF,0
PROP-11557,16.3, CLT ,Casado,Superior,3351.13,10897.99,48,609.0,5,2,-63.7,2635,IP-63F4F,1
PROP-11558,13.8,PJ,Divorciado,Superior,2879.19,27943.56,36,567.6,2,0,-14.56,9463,IP-6A82E,1
PROP-11559,35.6,Servidor_Publico,Viuvo,Superior,2094.49,10900.66,36,597.3,2,0,48.68,7111,IP-3EECC,0
PROP-11560,40.7, CLT ,Casado,Superior,,26190.05,24,510.3,3,0,14.86,9074,IP-B4BA1,0
PROP-11561,25.6,CLT,Solteiro,Superior,1995.94,22138.53,36,496.4,3,1,-62.5,4942,IP-7DFD9,1
PROP-11562,26.0,PJ,Divorciado,Medio,1908.91,7609.88,48,728.6,4,0,87.56,5064,IP-21745,1
PROP-11563,44.2,CLT,Solteiro,Superior,2555.47,31869.42,24,468.4,0,1,-31.58,7639,IP-ED4A2,1
PROP-11564,44.2,PJ,Solteiro,Superior,2938.24,8621.24,48,575.3,2,2,45.23,8107,IP-B3D79,1
PROP-11565,36.5, CLT ,Divorciado,Pos_Graduacao,15088.43,34656.37,24,762.1,3,2,69.62,6590,IP-8DA97,0
PROP-11566,46.6,Autonomo,Solteiro,Pos_Graduacao,5028.26,2241.25,48,570.6,1,0,52.01,1192,IP-B6880,0
PROP-11567,25.1,CLT,Solteiro,Medio,19836.82,10694.95,12,736.0,0,1,-44.93,1507,IP-21C77,0
PROP-11568,34.1,Autonomo,Solteiro,Pos_Graduacao,3357.03,8595.39,36,537.3,0,0,53.88,2161,IP-C195A,1
PROP-11569,56.1,clt,Divorciado,Medio,3969.56,2461.78,60,472.8,0,0,11.41,8478,IP-3F100,0
PROP-11570,38.8,Autonomo,Casado,Medio,3048.16,26168.14,60,396.7,2,0,-66.51,4999,IP-4EF5E,1
PROP-11571,39.4,CLT,Casado,Superior,2248.31,24883.05,24,803.8,1,2,-4.57,8724,IP-57DFD,1
PROP-11572,63.4,AUTONOMO,Solteiro,Medio,2048.94,28147.58,24,460.8,1,0,-50.21,7330,IP-976CA,1
PROP-11573,22.6,PJ,Casado,Superior,13587.82,10471.05,12,724.6,1,3,19.36,8013,IP-EF1A3,0
PROP-11574,46.8,CLT,Casado,Medio,19579.06,16663.06,48,480.0,1,1,39.25,7430,IP-6814A,0
PROP-11575,56.3,CLT,Solteiro,Medio,,23750.75,36,,4,0,56.12,4540,IP-3078C,0
PROP-11576,34.4,CLT,Solteiro,Superior,2084.29,16512.36,24,928.9,1,2,-3.97,5567,IP-F155C,0
PROP-11577,47.5,Autonomo,Solteiro,Superior,3713.45,25011.75,12,383.9,1,1,-46.02,2658,IP-C49D0,1
PROP-11578,27.2,Autonomo,Viuvo,Pos_Graduacao,2266.06,22921.12,60,468.1,1,4,-60.31,3135,IP-A4E5F,1
PROP-11579,30.4,Autonomo,Casado,Superior,3299.95,5783.38,36,728.2,1,2,33.74,5531,IP-2A8B3,1
PROP-11580,42.2,CLT,Divorciado,Superior,1980.54,27774.42,24,691.8,4,0,48.54,6893,IP-A767C,1
PROP-11581,46.8, CLT ,Solteiro,Medio,3960.94,25782.32,24,728.8,1,1,27.24,4803,IP-2D5F4,1
PROP-11582,50.3,Autonomo,Casado,Medio,2731.55,23642.53,24,539.7,5,1,-42.85,4833,IP-6294C,1
PROP-11583,55.3,clt,Casado,Medio,3221.62,7118.09,36,898.3,0,0,-32.11,2865,IP-21130,0
PROP-11584,37.3,Estudante,Casado,Superior,1816.06,10843.88,60,636.5,2,0,-28.72,3903,IP-DE8E1,0
PROP-11585,51.1,CLT,Divorciado,Superior,3747.13,14974.84,48,449.6,1,2,-75.22,6182,IP-F3B81,1
PROP-11586,34.2,Autonomo,Solteiro,Superior,18577.21,11237.68,24,584.6,3,2,25.1,6593,IP-D1635,0
PROP-11587,47.9, CLT ,Solteiro,Superior,3074.7,9517.74,48,451.5,0,1,-7.22,9064,IP-29051,0
PROP-11588,40.3, CLT ,Casado,Superior,10181.95,28576.8,24,842.7,4,1,71.48,4091,IP-C05B8,0
PROP-11589,42.9,AUTONOMO,Casado,Medio,9181.67,23061.66,24,,3,0,-48.71,3753,IP-E3921,0
PROP-11590,42.7,Autonomo,Casado,Medio,14158.64,20660.58,60,688.9,3,0,-7.38,2729,IP-C9E96,0
PROP-11591,20.3,Estudante,Solteiro,Pos_Graduacao,7956.91,9456.44,24,554.1,2,0,-62.38,2991,IP-8759D,0
PROP-11592,25.6,CLT,Casado,Superior,5926.02,32296.53,24,533.8,2,1,-19.12,5917,IP-E184A,1
PROP-11593,39.1,CLT,Solteiro,Pos_Graduacao,9556.44,8309.04,60,352.6,3,1,39.44,4928,IP-2DC30,1
PROP-11594,19.4,AUTONOMO,Solteiro,Medio,1730.37,28233.38,12,703.7,3,3,2.78,2297,IP-97EE8,1
PROP-11595,47.1,Autonomo,Casado,Fundamental,4010.06,33900.2,48,801.9,1,1,-48.35,2744,IP-2F853,0
PROP-11596,47.6,CLT,Casado,Medio,20440.41,25994.06,60,491.8,0,1,-74.97,2287,IP-B94EE,0
PROP-11597,41.6,CLT,Solteiro,Medio,7565.34,34764.34,36,403.7,2,1,-16.76,8218,IP-58FB9,1
PROP-11598,25.7,CLT,Solteiro,Fundamental,15143.05,23484.69,12,732.5,5,0,10.28,2874,IP-DF838,0
PROP-11599,53.2,Servidor_Publico,Solteiro,Medio,7752.36,9176.19,24,389.5,2,2,41.01,8012,IP-927DF,1
PROP-11600,60.4,CLT,Solteiro,Superior,10129.69,8726.04,12,790.7,2,1,-37.33,4537,IP-7D23D,0
PROP-11601,39.6,CLT,Casado,Medio,6549.11,12710.62,24,493.4,2,2,-38.61,9824,IP-6B010,0
PROP-11602,43.6,CLT,Divorciado,Superior,7402.68,2235.29,48,465.5,1,0,106.17,8729,IP-B8029,0
PROP-11603,40.2, CLT ,Solteiro,Pos_Graduacao,4510.57,24496.05,24,654.8,1,0,-1.2,8720,IP-6A445,1
PROP-11604,43.8,CLT,Casado,Medio,12236.65,10866.04,24,474.7,2,0,47.68,8483,IP-9951B,1
PROP-11605,36.7,Autonomo,Divorciado,Superior,8721.41,28901.05,36,,5,3,-63.28,5420,IP-CB4F4,0
PROP-11606,37.6,CLT,Casado,Medio,9200.08,13852.7,36,669.6,1,1,16.09,7990,IP-54C8F,0
PROP-11607,48.0,PJ,Solteiro,Superior,6094.86,17838.56,48,279.9,1,1,36.91,1222,IP-57C77,1
PROP-11608,63.8,CLT,Divorciado,Medio,2925.6,33867.73,24,849.9,3,2,2.89,6725,IP-A5301,1
PROP-11609,22.6,Autonomo,Solteiro,Medio,1552.38,9991.68,48,626.1,2,0,-87.03,1838,IP-6063B,1
PROP-11610,36.9,Servidor_Publico,Solteiro,Medio,12922.69,25801.39,36,439.0,2,2,-45.39,5883,IP-3E413,0
PROP-11611,25.0,Autonomo,Solteiro,Medio,5105.16,26918.89,24,477.6,2,1,18.37,1038,IP-40284,0
PROP-11612,55.5,Autonomo,Casado,Pos_Graduacao,2886.91,9292.94,24,758.8,3,0,-79.91,1770,IP-72B37,0
PROP-11613,31.5,CLT,Solteiro,Medio,2078.31,18532.9,24,704.1,2,1,126.65,4334,IP-DD63C,1
PROP-11614,22.1,CLT,Solteiro,Medio,8830.45,13556.66,36,814.1,2,2,56.99,3432,IP-B82F0,0
PROP-11615,45.0,Autonomo,Solteiro,Superior,9006.48,27472.91,24,524.4,3,1,-75.35,6530,IP-75E06,0
PROP-11616,57.2,Estudante,Casado,Medio,8475.92,22541.95,60,661.5,2,2,13.13,9896,IP-BA677,1
PROP-11617,45.3,Autonomo,Divorciado,Superior,5750.66,17707.44,36,679.7,3,1,3.79,6587,IP-A3AB0,0
PROP-11618,40.3,Autonomo,Solteiro,Fundamental,3314.07,27718.99,60,717.3,3,1,54.45,5203,IP-39D04,0
PROP-11619,42.5,AUTONOMO,Divorciado,Superior,2922.53,9760.13,12,777.8,1,0,-124.85,2210,IP-3AAE5,1
PROP-11620,53.6,clt,Divorciado,Pos_Graduacao,1436.08,26869.52,24,519.6,3,1,8.49,7401,IP-381DF,1
PROP-11621,28.4,CLT,Casado,Superior,8932.31,30557.35,12,604.0,4,1,-60.11,1763,IP-2A209,1
PROP-11622,36.8,Autonomo,Solteiro,Medio,1784.27,30994.51,24,534.6,2,0,21.94,1351,IP-47F8D,1
PROP-11623,33.0,Estudante,Casado,Superior,5584.44,27861.23,48,612.6,3,0,-54.38,9467,IP-9083E,0
PROP-11624,25.2,CLT,Divorciado,Superior,4345.59,15464.47,12,717.8,2,0,68.46,4555,IP-ABED8,0
PROP-11625,34.4,Autonomo,Casado,Superior,4541.61,34399.66,24,388.4,3,1,15.46,9474,IP-DDC4D,1
PROP-11626,50.2,CLT,Solteiro,Pos_Graduacao,12376.15,14526.59,12,775.3,6,0,-90.11,4667,IP-2B321,0
PROP-11627,44.2,Autonomo,Casado,Superior,1534.93,23074.64,24,460.5,4,0,-127.59,1318,IP-B2908,1
PROP-11628,45.1,CLT,Casado,Pos_Graduacao,7635.05,7315.45,48,577.0,2,0,24.92,9916,IP-5B0F1,0
PROP-11629,39.6,clt,Casado,Superior,1624.52,34354.81,36,794.2,1,0,-34.74,8722,IP-5B6D1,1
PROP-11630,43.8,PJ,Solteiro,Superior,1563.38,25231.54,36,665.9,3,3,28.68,2668,IP-CA65B,1
PROP-11631,29.2,CLT,Solteiro,Superior,3759.56,26861.46,24,667.5,2,1,-32.99,5470,IP-A4875,0
PROP-11632,34.6,Autonomo,Casado,Medio,1673.64,4170.63,60,454.7,0,0,60.18,2524,IP-A09C8,1
PROP-11633,40.1,PJ,Divorciado,Fundamental,7937.63,27192.79,36,473.8,1,2,50.46,2726,IP-66084,1
PROP-11634,41.1,Servidor_Publico,Solteiro,Superior,4567.19,27565.87,24,751.8,3,3,21.6,5245,IP-435F9,1
PROP-11635,41.5,CLT,Divorciado,Medio,1523.77,24168.5,24,537.5,2,2,-44.96,4163,IP-A1491,1
PROP-11636,36.5, CLT ,Solteiro,Medio,1573.64,11633.02,60,550.7,1,2,-29.3,7795,IP-75FEB,1
PROP-11637,33.8,CLT,Casado,Superior,5383.59,18159.77,36,755.0,0,1,-12.95,7758,IP-D7A65,0
PROP-11638,72.7,Estudante,Casado,Medio,8289.99,5644.33,36,473.0,0,2,-52.49,5809,IP-45730,1
PROP-11639,48.0,Servidor_Publico,Casado,Medio,3818.77,17562.37,24,657.7,2,0,33.07,1239,IP-1876D,0
PROP-11640,42.5,Autonomo,Divorciado,Superior,4796.7,10046.19,24,626.0,1,2,-16.29,1610,IP-65A29,0
PROP-11641,35.4,PJ,Solteiro,Medio,8156.06,13520.2,36,619.6,3,1,-9.09,1228,IP-DEE12,1
PROP-11642,33.0,Autonomo,Divorciado,Superior,5360.21,7365.81,36,547.4,2,0,-26.01,6008,IP-A8749,1
PROP-11643,36.6,Autonomo,Solteiro,Medio,2469.25,9591.79,36,538.8,3,2,-0.9,9947,IP-C5B8D,0
PROP-11644,41.2,CLT,Casado,Medio,5387.75,4526.77,36,469.0,3,0,8.77,7874,IP-A706E,0
PROP-11645,17.3,PJ,Casado,Superior,,32356.75,24,687.6,4,0,-27.39,9499,IP-AFB45,0
PROP-11646,20.7,CLT,Casado,Superior,6963.58,19503.55,48,526.5,3,1,-11.83,2352,IP-7412D,0
PROP-11647,31.0,PJ,Solteiro,Medio,5473.53,15092.49,60,755.6,3,0,-23.28,4250,IP-84843,0
PROP-11648,40.3,PJ,Divorciado,Medio,16022.76,19655.96,48,588.6,2,2,-23.16,1921,IP-B082C,0
PROP-11649,35.4,AUTONOMO,Solteiro,Superior,2322.99,22733.68,24,471.8,5,0,1.03,1735,IP-9B35A,1
PROP-11650,54.3,CLT,Solteiro,Medio,14074.71,32422.0,24,586.7,1,2,-127.89,4402,IP-5E3A7,0
PROP-11651,21.7,CLT,Casado,Medio,,7896.87,48,562.5,2,1,70.13,6895,IP-7BAF6,0
PROP-11652,29.7,CLT,Casado,Medio,6081.35,11753.23,36,761.3,3,1,38.15,6843,IP-E5B88,0
PROP-11653,54.7, CLT ,Casado,Superior,1840.0,34201.05,36,568.3,2,1,8.02,4363,IP-80FD4,1
PROP-11654,39.4,CLT,Solteiro,Superior,3411.65,14249.37,60,581.3,6,2,41.87,2177,IP-7F96A,1
PROP-11655,47.7,Servidor_Publico,Solteiro,Superior,7561.32,2744.53,36,817.6,4,1,-67.84,6080,IP-C3F24,0
PROP-11656,60.6,Autonomo,Casado,Superior,6554.57,6872.24,36,691.2,2,0,-87.33,1918,IP-75D24,0
PROP-11657,30.4,CLT,Casado,Superior,1572.06,2869.18,12,852.8,2,1,-94.46,4045,IP-38478,0
PROP-11658,36.9, CLT ,Solteiro,Superior,4722.07,34667.46,12,796.3,2,1,21.64,9667,IP-87DF1,1
PROP-11659,35.0, CLT ,Casado,Superior,1788.17,11202.74,12,495.8,4,2,7.06,1330,IP-DBD96,1
PROP-11660,16.5,Autonomo,Casado,Medio,24442.03,32476.91,60,758.6,1,0,17.98,1348,IP-C5599,0
PROP-11661,34.6,Autonomo,Casado,Superior,10958.82,34864.25,24,833.5,0,0,46.79,7059,IP-9A7B7,0
