peca_id,tipo_maquina,material_peca,fluido_corte,turno_operacao,rotacao_rpm,avancao_mm_min,profundidade_corte_mm,desgaste_ferramenta_um,temperatura_mancal_c,pressao_hidraulica_bar,tempo_ciclo_robo_seg,dias_desde_calibracao,ruido_sensor_vibracao_hz,codigo_lote_materia_prima,clp_ip_hash,peca_defeituosa
PEC-83918,Fresadora,Aco_Inox,Semi_Sintetico,Turno_2,4279.7,227.2,3.72,33.0,47.3,132.7,42.7,66,-11.31,1729,CLP-BCA14,1
PEC-83919,Centro_Usinagem,Aco_Carbono,Seco,Turno_1,3573.5,202.4,3.92,11.0,59.5,125.4,39.6,90,36.12,6188,CLP-2FB7D,1
PEC-83920,Celula_Robotica,Aco_Carbono,Soluvel,Turno_1,2995.4,274.3,3.74,5.6,55.8,129.5,49.3,104,8.82,5401,CLP-6C555,1
PEC-83921, TORNO_CNC ,Aco_Inox,Soluvel,Turno_2,3237.9,292.4,0.83,180.6,45.7,112.1,30.1,76,-23.76,4040,CLP-DC6AD,1
PEC-83922,Fresadora,Aco_Inox,Sintetico,Turno_3,3485.9,237.7,3.22,19.5,69.6,128.0,41.9,84,-3.68,9400,CLP-E1B29,1
PEC-83923,Torno_CNC,Latao,Sintetico,Turno_2,3132.1,339.1,4.32,16.5,79.9,96.5,47.3,89,-15.87,1136,CLP-1D4C0,1
PEC-83924,Celula_Robotica,Aco_Inox,Soluvel,Turno_3,3260.3,360.8,0.98,34.6,62.7,120.3,40.0,28,-6.03,9783,CLP-60017,1
PEC-83925,Torno_CNC,Aco_Carbono,Sintetico,Turno_1,2832.3,274.8,0.63,52.9,45.1,131.2,41.6,20,-12.11,2037,CLP-41E58,0
PEC-83926,Fresadora,Aco_Inox,Seco,Turno_2,2441.7,226.6,3.99,15.1,67.5,109.2,52.9,162,18.23,4124,CLP-B7ABD,1
PEC-83927,Fresadora,Aco_Inox,Soluvel,Turno_1,3247.9,263.4,3.08,31.0,51.7,122.1,44.5,53,8.7,6480,CLP-5BC49,1
PEC-83928,Fresadora,Aluminio,Seco,Turno_3,3263.0,188.8,3.09,19.2,52.9,124.5,54.6,87,10.13,6731,CLP-D7ED9,1
PEC-83929,Torno_CNC,Aco_Inox,Seco,Turno_1,3437.2,206.4,4.36,28.0,76.5,106.6,58.1,34,-18.89,2711,CLP-E519B,1
PEC-83930,Celula_Robotica,Aluminio,Soluvel,Turno_2,2940.7,165.9,3.58,11.2,79.4,136.9,49.2,129,-8.93,4765,CLP-635E0,1
PEC-83931,Torno_CNC,Aluminio,Semi_Sintetico,Turno_1,2596.8,218.6,2.09,30.0,61.5,124.8,42.7,176,-23.95,8682,CLP-DCBB2,1
PEC-83932,Fresadora,Aco_Inox,Soluvel,Turno_2,2765.6,188.4,2.24,6.7,73.8,94.9,57.7,144,-19.67,2589,CLP-2220F,1
PEC-83933,Torno_CNC,Aco_Inox,Sintetico,Turno_3,3675.0,281.2,1.08,69.1,52.1,121.4,24.8,105,7.51,2006,CLP-47AB2,1
PEC-83934,Torno_CNC,Aco_Inox,Semi_Sintetico,Turno_1,2900.0,212.5,1.72,39.6,71.3,141.8,32.6,36,-4.96,8683,CLP-9D424,0
PEC-83935,torno_cnc,Aco_Inox,Soluvel,Turno_3,3001.1,263.8,2.28,104.3,60.4,119.9,51.2,147,-5.14,7783,CLP-C9238,1
PEC-83936, TORNO_CNC ,Aco_Carbono,Sintetico,Turno_3,3059.4,287.4,1.54,,49.1,110.2,64.8,57,16.01,4434,CLP-21D93,0
PEC-83937,Torno_CNC,Aluminio,Semi_Sintetico,Turno_1,,308.6,4.16,12.0,54.1,111.8,50.5,107,15.68,6674,CLP-1C940,1
PEC-83938,Torno_CNC,Aco_Inox,Soluvel,Turno_3,,232.3,0.55,28.2,69.9,117.6,46.5,39,12.15,1401,CLP-66DD7,1
PEC-83939, TORNO_CNC ,Aluminio,Soluvel,Turno_1,2808.0,265.5,2.85,,47.2,101.8,41.3,162,-3.03,8023,CLP-61198,1
PEC-83940,Fresadora,Aco_Inox,Soluvel,Turno_1,3830.3,267.1,3.59,21.4,61.6,141.0,49.4,115,-5.12,7221,CLP-37774,1
PEC-83941,Centro_Usinagem,Aco_Inox,Sintetico,Turno_2,3506.0,313.6,3.43,33.2,77.8,133.9,54.3,62,-2.47,7885,CLP-1C853,1
PEC-83942,Torno_CNC,Aco_Inox,Seco,Turno_2,3761.5,289.2,3.07,11.2,59.1,136.2,51.0,30,-6.62,3904,CLP-91E6D,0
PEC-83943, TORNO_CNC ,Aco_Carbono,Semi_Sintetico,Turno_1,3852.2,315.2,2.14,57.5,46.5,97.4,45.5,137,-11.0,5293,CLP-53C5F,1
PEC-83944,Torno_CNC,Latao,Soluvel,Turno_1,2142.6,166.8,4.17,89.1,61.7,121.9,53.3,79,-34.61,7872,CLP-D4A13,1
PEC-83945,Torno_CNC,Aco_Carbono,Sintetico,Turno_3,3354.6,216.8,1.82,18.2,73.1,136.2,47.4,138,-0.12,9177,CLP-8DD3E,1
PEC-83946,Fresadora,Aco_Inox,Soluvel,Turno_2,2936.2,301.6,3.5,60.2,49.4,105.8,49.1,131,27.35,1157,CLP-A3347,1
PEC-83947,Fresadora,Aco_Inox,Soluvel,Turno_1,3702.6,279.0,4.21,8.4,79.2,118.9,52.8,172,-12.55,1790,CLP-8C8F8,1
PEC-83948,Torno_CNC,Aluminio,Soluvel,Turno_2,2866.3,243.7,1.01,14.9,74.2,103.5,37.5,16,-1.51,9113,CLP-54115,0
PEC-83949,Torno_CNC,Aco_Carbono,Soluvel,Turno_1,2725.6,226.3,4.29,26.7,69.2,132.5,44.8,38,1.64,6192,CLP-BEB64,1
PEC-83950,Torno_CNC,Latao,Sintetico,Turno_1,2554.7,289.4,3.6,22.1,71.9,116.8,45.9,137,21.38,9825,CLP-6C938,1
PEC-83951,Centro_Usinagem,Aco_Inox,Seco,Turno_2,3063.8,151.0,2.97,38.8,66.5,118.6,35.4,67,15.14,2839,CLP-B1EFE,1
PEC-83952,Celula_Robotica,Aco_Inox,Sintetico,Turno_2,3611.7,289.6,1.99,34.0,69.0,103.1,36.3,119,-6.44,9678,CLP-B5BEE,1
PEC-83953,Torno_CNC,Aluminio,Sintetico,Turno_1,3315.3,254.5,4.12,8.2,65.9,143.2,40.0,178,-16.77,8689,CLP-55D06,1
PEC-83954,Torno_CNC,Aco_Carbono,Soluvel,Turno_3,2658.8,225.6,0.68,9.9,75.6,120.8,53.3,134,16.29,8163,CLP-5939B,1
PEC-83955,Centro_Usinagem,Aco_Carbono,Seco,Turno_1,4168.7,275.1,2.23,6.9,80.5,131.9,43.4,27,18.1,5717,CLP-41292,1
PEC-83956,Celula_Robotica,Aluminio,Semi_Sintetico,Turno_2,,230.7,3.53,111.7,55.2,125.8,46.0,56,-0.5,1379,CLP-42208,1
PEC-83957, TORNO_CNC ,Latao,Semi_Sintetico,Turno_1,3549.8,251.5,3.74,41.3,56.6,106.4,47.5,114,0.46,2164,CLP-55C88,1
PEC-83958,Torno_CNC,Aluminio,Soluvel,Turno_2,3778.3,247.7,1.31,72.7,60.3,95.4,50.0,143,17.06,6645,CLP-CFCEB,1
PEC-83959,Torno_CNC,Latao,Sintetico,Turno_1,2461.9,287.2,0.69,32.3,57.7,117.1,49.0,97,-11.95,3926,CLP-6C51A,1
PEC-83960,torno_cnc,Latao,Sintetico,Turno_2,2789.9,258.0,3.71,12.5,78.6,136.6,45.5,24,3.61,8391,CLP-63C6D,1
PEC-83961, TORNO_CNC ,Aco_Carbono,Soluvel,Turno_2,3570.4,154.5,2.19,,47.0,90.5,43.9,24,-24.43,6151,CLP-B3BDD,1
PEC-83962,Torno_CNC,Aco_Inox,Sintetico,Turno_1,2835.2,180.4,1.07,29.6,71.5,149.2,53.8,19,-0.83,3073,CLP-7F879,1
PEC-83963,torno_cnc,Aco_Inox,Seco,Turno_1,3076.2,195.8,0.84,23.4,81.6,132.5,41.1,87,-0.88,4130,CLP-E6319,1
PEC-83964,Torno_CNC,Aluminio,Soluvel,Turno_2,3165.0,272.8,3.06,21.3,58.1,122.9,55.9,156,-12.96,2401,CLP-278A6,1
PEC-83965,Fresadora,Aluminio,Soluvel,Turno_1,2625.2,277.8,2.83,41.8,82.7,118.3,40.4,119,-15.35,6863,CLP-210A2,1
PEC-83966,Torno_CNC,Aco_Carbono,Sintetico,Turno_2,3037.6,333.5,3.92,38.7,78.9,132.9,42.7,110,-11.19,9807,CLP-71739,1
PEC-83967,Torno_CNC,Aco_Inox,Soluvel,Turno_2,3611.5,199.3,0.63,10.8,60.8,101.7,50.7,68,-23.46,1140,CLP-F1CD5,0
PEC-83968,torno_cnc,Aco_Inox,Sintetico,Turno_2,3528.3,315.5,3.97,64.3,74.8,126.6,63.9,107,-21.57,2326,CLP-ED5E1,1
PEC-83969, TORNO_CNC ,Aco_Carbono,Sintetico,Turno_3,3700.9,153.1,4.05,40.4,55.1,124.6,29.5,48,6.11,7708,CLP-651BF,1
PEC-83970,Celula_Robotica,Aco_Inox,Soluvel,Turno_2,3654.4,250.9,2.29,31.9,51.8,146.9,51.9,120,7.85,6455,CLP-798C6,1
PEC-83971,torno_cnc,Aco_Inox,Semi_Sintetico,Turno_3,3382.6,262.3,0.81,53.4,59.4,114.5,48.8,122,9.94,4135,CLP-57CAC,1
PEC-83972,Torno_CNC,Aco_Inox,Sintetico,Turno_3,3347.0,262.1,4.29,10.8,81.2,120.7,41.4,50,32.66,1670,CLP-1ABEA,1
PEC-83973,Fresadora,Aluminio,Semi_Sintetico,Turno_3,3314.0,234.5,0.79,93.3,59.5,119.0,47.9,66,8.19,4178,CLP-6C244,0
PEC-83974,Torno_CNC,Aco_Inox,Semi_Sintetico,Turno_1,2917.8,255.9,2.86,16.0,65.5,112.2,35.4,106,-4.56,9213,CLP-22A18,1
PEC-83975,Centro_Usinagem,Aco_Carbono,Semi_Sintetico,Turno_3,2736.5,188.2,2.47,15.7,52.9,142.2,38.7,52,14.97,2386,CLP-8C183,0
PEC-83976, TORNO_CNC ,Aluminio,Soluvel,Turno_3,2889.7,293.3,3.84,64.0,75.4,105.4,48.4,73,-6.34,5267,CLP-E739C,1
PEC-83977,torno_cnc,Latao,Soluvel,Turno_1,3053.3,262.5,2.51,19.2,75.0,97.2,36.9,133,25.78,4423,CLP-8E1F1,1
PEC-83978,Torno_CNC,Aluminio,Soluvel,Turno_1,2904.9,268.1,2.38,67.2,56.5,123.7,46.2,18,10.4,2105,CLP-602AE,1
PEC-83979, TORNO_CNC ,Aco_Inox,Soluvel,Turno_3,3386.2,236.0,4.02,18.9,37.2,109.1,39.7,121,34.24,4299,CLP-8BCF6,0
PEC-83980,Centro_Usinagem,Aco_Inox,Semi_Sintetico,Turno_2,,233.6,4.36,33.0,60.7,123.8,41.4,29,-14.88,3791,CLP-E656D,1
PEC-83981,Centro_Usinagem,Aco_Inox,Soluvel,Turno_1,3339.2,276.2,2.7,14.2,70.3,129.5,53.6,40,-3.94,8928,CLP-5D9DA,1
PEC-83982,Torno_CNC,Aluminio,Semi_Sintetico,Turno_3,3358.1,329.5,2.32,51.0,64.8,122.2,35.7,163,5.47,2249,CLP-5E2FD,1
PEC-83983,Torno_CNC,Aco_Inox,Soluvel,Turno_1,3738.0,180.3,3.82,11.4,66.0,120.4,44.7,84,19.24,4276,CLP-959E8,1
PEC-83984,Centro_Usinagem,Aco_Inox,Soluvel,Turno_1,3196.1,177.8,3.82,85.4,69.2,89.1,48.8,20,-14.42,3224,CLP-DCF9D,1
PEC-83985,Celula_Robotica,Aluminio,Semi_Sintetico,Turno_2,,263.3,1.78,21.3,58.9,128.4,47.1,59,10.02,3951,CLP-49392,0
PEC-83986,Torno_CNC,Aco_Inox,Soluvel,Turno_2,3432.5,233.4,2.8,,49.9,122.9,40.3,105,7.17,9782,CLP-C8B97,1
PEC-83987, TORNO_CNC ,Aco_Inox,Semi_Sintetico,Turno_3,3708.3,256.2,1.12,5.9,73.9,148.1,47.9,104,-6.31,7731,CLP-7CCF8,1
PEC-83988,Torno_CNC,Aco_Carbono,Soluvel,Turno_2,3926.6,248.8,3.04,135.2,54.4,137.1,36.8,140,-30.03,4259,CLP-372CE,1
PEC-83989,Centro_Usinagem,Latao,Seco,Turno_3,3459.5,281.1,3.84,63.7,50.6,97.8,41.1,67,30.16,4218,CLP-E2CCD,1
PEC-83990,Torno_CNC,Aco_Inox,Sintetico,Turno_1,3246.7,235.7,1.25,25.7,71.0,135.9,57.7,38,-2.34,3937,CLP-435F6,1
PEC-83991,Torno_CNC,Aco_Inox,Semi_Sintetico,Turno_2,3243.8,189.6,1.79,93.5,51.7,100.5,50.1,54,-12.87,9664,CLP-90359,1
PEC-83992,Fresadora,Latao,Soluvel,Turno_1,,210.5,2.3,98.6,55.2,132.5,45.0,36,-9.06,7481,CLP-42BEA,1
PEC-83993,Torno_CNC,Aco_Inox,Soluvel,Turno_1,2973.3,242.0,3.88,31.7,84.0,141.8,48.6,148,4.65,8286,CLP-86665,1
PEC-83994, TORNO_CNC ,Latao,Seco,Turno_3,3606.0,187.3,3.43,14.3,84.1,148.0,38.6,167,0.78,9358,CLP-AA6D3,1
PEC-83995, TORNO_CNC ,Aco_Inox,Semi_Sintetico,Turno_1,2766.3,248.2,1.77,28.4,79.3,114.1,47.3,66,-6.91,7851,CLP-7F26A,1
PEC-83996,Torno_CNC,Aco_Carbono,Soluvel,Turno_3,3926.6,253.0,1.47,18.7,74.1,130.6,41.4,94,9.27,9465,CLP-DE8CC,1
PEC-83997, TORNO_CNC ,Aco_Inox,Soluvel,Turno_1,3131.7,232.1,3.28,25.8,78.9,135.1,40.4,80,-4.2,4829,CLP-2F71E,1
PEC-83998,torno_cnc,Latao,Soluvel,Turno_1,4487.9,260.5,2.42,89.8,88.6,127.1,44.0,98,-24.66,7652,CLP-6C793,1
PEC-83999,Torno_CNC,Aco_Inox,Soluvel,Turno_1,2888.1,169.3,2.87,16.6,78.1,94.9,40.2,107,11.44,1943,CLP-4331B,0
PEC-84000,torno_cnc,Aluminio,Sintetico,Turno_2,3312.6,202.3,3.09,68.9,68.0,122.3,46.1,174,-11.58,4908,CLP-A826B,1
PEC-84001,Centro_Usinagem,Aco_Inox,Soluvel,Turno_1,3041.7,192.9,2.73,100.8,75.5,128.5,48.3,25,-5.81,9527,CLP-4877F,1
PEC-84002,Fresadora,Aco_Inox,Soluvel,Turno_2,2843.1,294.0,2.95,62.2,59.4,120.0,42.8,20,-10.98,7494,CLP-B8147,1
PEC-84003,Torno_CNC,Aco_Carbono,Sintetico,Turno_2,3678.7,365.3,4.05,31.2,66.8,107.1,22.2,44,-1.59,5569,CLP-7B092,1
PEC-84004,Torno_CNC,Aluminio,Soluvel,Turno_1,2702.5,206.0,3.97,34.1,67.3,117.0,38.1,104,-15.22,4930,CLP-4C52B,1
PEC-84005,Torno_CNC,Latao,Sintetico,Turno_2,2895.8,238.2,1.1,64.9,63.3,133.5,36.3,81,-2.38,4868,CLP-678F0,1
PEC-84006, TORNO_CNC ,Aluminio,Seco,Turno_2,3463.8,215.3,2.85,6.6,61.2,125.9,48.0,81,17.02,8080,CLP-48AD4,1
PEC-84007, TORNO_CNC ,Aco_Carbono,Soluvel,Turno_3,3535.2,261.1,2.26,51.6,80.5,127.0,39.2,101,19.96,3399,CLP-C51DA,1
PEC-84008,Fresadora,Aluminio,Sintetico,Turno_1,2573.7,219.6,1.64,31.3,53.6,116.3,41.0,56,-14.47,6258,CLP-83D92,1
PEC-84009,Torno_CNC,Latao,Soluvel,Turno_1,3461.8,264.1,3.02,22.7,66.8,126.4,51.7,125,6.44,1615,CLP-B9D3A,1
PEC-84010,Torno_CNC,Latao,Soluvel,Turno_1,3258.0,283.3,2.54,56.0,49.5,88.4,38.8,116,10.6,4243,CLP-CE54D,1
PEC-84011, TORNO_CNC ,Aco_Inox,Soluvel,Turno_2,2787.0,188.8,3.6,15.8,40.9,119.3,46.6,121,0.2,8388,CLP-90C9F,1
PEC-84012,Fresadora,Aco_Carbono,Soluvel,Turno_2,2845.0,263.6,0.87,84.1,79.3,114.3,40.1,49,-6.91,2185,CLP-69EBD,1
PEC-84013,Torno_CNC,Aco_Carbono,Soluvel,Turno_3,2284.9,160.3,1.71,45.8,80.4,120.4,41.2,165,-18.78,2491,CLP-E2768,1
PEC-84014,Fresadora,Aco_Inox,Soluvel,Turno_3,3972.8,237.2,0.6,38.0,59.2,102.4,35.7,22,12.42,2230,CLP-CF761,0
PEC-84015,Torno_CNC,Aluminio,Semi_Sintetico,Turno_1,3656.9,233.8,3.48,30.9,65.6,125.6,40.8,167,11.7,9737,CLP-3A7B8,1
PEC-84016,Centro_Usinagem,Aco_Inox,Sintetico,Turno_2,2619.9,238.5,4.15,13.4,61.5,148.8,49.1,62,-2.91,7843,CLP-73319,1
PEC-84017,Centro_Usinagem,Aco_Carbono,Seco,Turno_2,3559.5,234.4,2.85,38.6,61.5,121.2,37.3,58,-8.51,1565,CLP-2724B,1
PEC-84018,Torno_CNC,Aco_Inox,Sintetico,Turno_3,2941.7,225.3,2.97,50.2,59.1,120.7,39.3,110,-11.47,5231,CLP-BFE35,1
PEC-84019,Torno_CNC,Aco_Inox,Soluvel,Turno_1,3611.7,236.7,0.69,5.4,70.5,157.6,62.5,83,-35.67,8160,CLP-4E1F0,1
PEC-84020, TORNO_CNC ,Aluminio,Soluvel,Turno_2,2976.8,261.9,2.52,21.0,60.4,105.8,47.1,72,-16.14,2298,CLP-4F97B,1
PEC-84021,Torno_CNC,Aluminio,Soluvel,Turno_3,,263.3,2.61,67.5,70.0,127.4,47.7,18,2.12,2408,CLP-97A8F,1
PEC-84022,Fresadora,Aco_Carbono,Soluvel,Turno_1,3070.2,255.8,0.66,40.0,85.0,143.7,40.0,74,-5.21,1825,CLP-EE383,1
PEC-84023,Centro_Usinagem,Latao,Sintetico,Turno_2,2904.2,221.3,3.63,38.4,69.7,114.1,53.3,166,-38.69,6496,CLP-C78D2,1
PEC-84024,Fresadora,Aluminio,Sintetico,Turno_3,3829.7,304.0,1.61,,66.5,132.8,54.6,149,21.05,3969,CLP-97E05,1
PEC-84025,Centro_Usinagem,Aco_Inox,Soluvel,Turno_3,3604.3,326.3,3.39,40.0,58.1,122.5,40.2,98,-19.12,8729,CLP-2D7BE,1
PEC-84026, TORNO_CNC ,Aco_Carbono,Soluvel,Turno_1,3249.5,185.6,2.11,,64.8,103.9,53.5,82,4.99,8001,CLP-5332B,1
PEC-84027,Torno_CNC,Aluminio,Soluvel,Turno_1,3661.1,258.2,4.48,23.0,45.0,117.5,55.7,34,28.09,1755,CLP-E5DAB,1
PEC-84028,Fresadora,Aluminio,Soluvel,Turno_1,2467.8,226.6,1.35,12.0,83.5,119.5,28.4,112,-3.27,7339,CLP-A07D0,1
PEC-84029, TORNO_CNC ,Aco_Inox,Soluvel,Turno_3,2647.2,296.3,0.73,,53.5,110.5,51.9,98,9.05,1441,CLP-A9EEC,1
PEC-84030,Fresadora,Aluminio,Semi_Sintetico,Turno_3,3413.5,249.4,4.42,29.7,42.0,95.9,38.9,54,12.2,6227,CLP-6426B,1
PEC-84031,Torno_CNC,Aco_Inox,Soluvel,Turno_3,3531.0,252.7,1.48,45.3,63.7,113.8,55.6,31,-18.81,5122,CLP-82684,0
PEC-84032,Torno_CNC,Aco_Carbono,Sintetico,Turno_2,3325.7,274.7,3.04,11.2,69.3,97.6,38.6,80,4.06,1077,CLP-D4E14,1
PEC-84033,Celula_Robotica,Aluminio,Soluvel,Turno_1,2352.8,235.1,2.0,24.2,80.9,128.1,49.9,98,-17.73,4557,CLP-7C100,1
PEC-84034,Torno_CNC,Aco_Carbono,Soluvel,Turno_2,2721.9,333.9,3.06,34.4,67.9,128.2,30.9,99,-12.49,2860,CLP-B57FA,1
PEC-84035,Celula_Robotica,Aluminio,Semi_Sintetico,Turno_1,3387.5,275.5,2.88,10.9,76.1,100.9,53.9,115,-6.09,3515,CLP-DFC6C,1
PEC-84036,Celula_Robotica,Aco_Inox,Sintetico,Turno_2,4291.9,296.6,3.33,,76.2,121.2,45.6,58,-15.28,8381,CLP-A5E1B,1
PEC-84037,Fresadora,Aco_Carbono,Soluvel,Turno_2,3748.1,239.0,0.57,37.8,75.0,99.8,55.3,131,-9.43,1927,CLP-CD307,1
PEC-84038,Fresadora,Aluminio,Semi_Sintetico,Turno_2,3909.8,243.9,3.84,50.2,51.4,114.6,39.3,77,-7.58,2385,CLP-2F293,1
PEC-84039,torno_cnc,Aco_Inox,Soluvel,Turno_3,,290.6,2.41,40.4,71.1,110.0,46.7,162,2.19,2000,CLP-A2C11,1
PEC-84040,Centro_Usinagem,Aluminio,Soluvel,Turno_1,3349.6,285.6,2.58,48.8,48.4,127.2,57.2,12,4.96,7678,CLP-40094,0
PEC-84041,Torno_CNC,Aco_Inox,Semi_Sintetico,Turno_2,2734.9,187.6,2.14,35.5,88.9,95.7,44.8,44,18.74,8697,CLP-66B23,1
PEC-84042, TORNO_CNC ,Aco_Carbono,Sintetico,Turno_2,3628.3,256.4,4.46,68.2,73.4,134.7,48.4,123,-2.48,9567,CLP-AABE3,1
PEC-84043,Fresadora,Aluminio,Soluvel,Turno_2,3167.1,273.7,3.71,66.4,57.5,138.4,50.6,105,2.61,6818,CLP-1B37E,1
PEC-84044, TORNO_CNC ,Aco_Carbono,Soluvel,Turno_2,3511.7,243.5,1.75,60.7,69.5,117.8,32.6,172,30.72,9125,CLP-62CFE,1
PEC-84045, TORNO_CNC ,Aco_Inox,Semi_Sintetico,Turno_1,3213.8,268.9,3.63,35.0,52.9,99.8,40.8,124,-5.08,3254,CLP-2E0DB,1
PEC-84046,Torno_CNC,Aco_Inox,Soluvel,Turno_1,3325.6,245.6,2.25,184.8,46.3,88.6,54.1,178,27.91,1127,CLP-75F68,1
PEC-84047,torno_cnc,Latao,Soluvel,Turno_1,,137.7,3.98,,75.5,136.4,28.6,73,15.4,5216,CLP-DB5DC,1
PEC-84048,Centro_Usinagem,Aco_Carbono,Sintetico,Turno_1,3301.1,184.5,0.62,,53.2,149.8,53.9,78,-2.22,8132,CLP-ED1E4,1
PEC-84049,Torno_CNC,Aco_Inox,Seco,Turno_2,,298.7,1.92,62.9,62.8,120.7,40.3,166,-21.85,8831,CLP-48ECA,1
PEC-84050,Celula_Robotica,Aco_Inox,Soluvel,Turno_1,2630.2,237.8,2.22,66.3,67.5,102.6,61.4,90,-4.1,2036,CLP-663F7,1
PEC-84051,Fresadora,Aco_Inox,Semi_Sintetico,Turno_2,,259.5,3.48,64.8,62.8,103.6,48.5,176,-24.78,3397,CLP-7271D,1
PEC-84052,Centro_Usinagem,Aluminio,Sintetico,Turno_1,3391.6,249.8,1.23,77.1,52.7,137.7,38.6,34,1.06,1712,CLP-B05E2,1
PEC-84053,torno_cnc,Aco_Carbono,Soluvel,Turno_2,3848.3,208.7,1.65,24.2,65.7,122.5,52.8,172,33.99,5737,CLP-2344A,1
PEC-84054,Fresadora,Aco_Carbono,Sintetico,Turno_2,3961.7,226.6,3.4,99.0,66.8,105.5,56.5,55,-4.65,1266,CLP-DC383,1
PEC-84055,Torno_CNC,Aluminio,Seco,Turno_1,2649.0,266.4,0.81,13.2,75.5,154.5,49.8,60,10.6,9182,CLP-CD42A,1
PEC-84056,Centro_Usinagem,Aco_Carbono,Soluvel,Turno_2,3018.7,271.5,1.3,101.7,94.3,135.7,41.4,160,-3.23,6686,CLP-80824,1
PEC-84057,Torno_CNC,Aluminio,Soluvel,Turno_3,2534.4,359.4,3.51,33.5,41.3,128.2,56.5,107,17.42,3967,CLP-6B761,1
PEC-84058,Centro_Usinagem,Aco_Inox,Seco,Turno_1,2952.2,226.1,4.0,11.3,55.4,111.6,37.6,16,-17.18,3806,CLP-90785,1
PEC-84059,Celula_Robotica,Aluminio,Sintetico,Turno_2,999999.0,333.5,3.42,51.6,67.7,138.6,53.6,159,-0.51,4079,CLP-7E0D5,1
PEC-84060,Torno_CNC,Latao,Soluvel,Turno_1,3194.2,207.0,2.61,17.3,77.1,133.2,25.7,170,-19.83,2128,CLP-93BAC,1
PEC-84061,Torno_CNC,Aco_Carbono,Sintetico,Turno_1,3031.8,274.4,0.9,13.7,69.2,118.4,45.9,109,20.9,6041,CLP-9702B,0
PEC-84062,Fresadora,Aluminio,Sintetico,Turno_2,3445.3,258.9,3.81,11.6,78.5,136.3,40.5,38,0.63,8108,CLP-C91C5,1
PEC-84063,Torno_CNC,Aluminio,Semi_Sintetico,Turno_1,2842.2,243.7,1.0,6.0,47.2,135.7,34.0,93,7.69,9688,CLP-5016F,0
PEC-84064,Centro_Usinagem,Latao,Seco,Turno_3,3916.8,249.7,2.04,55.6,61.2,124.1,55.4,86,7.77,7659,CLP-A68EA,0
PEC-84065,Torno_CNC,Aluminio,Soluvel,Turno_1,3203.3,218.9,0.7,28.3,82.5,102.8,27.8,132,-22.26,3566,CLP-22368,1
PEC-84066,Torno_CNC,Aco_Inox,Soluvel,Turno_1,3019.2,295.2,3.34,139.8,54.7,104.7,56.1,94,-19.53,5395,CLP-EC937,1
PEC-84067,Celula_Robotica,Latao,Sintetico,Turno_2,3464.1,207.9,2.51,25.2,30.2,96.2,32.7,160,9.31,5055,CLP-83702,1
PEC-84068,Fresadora,Aco_Carbono,Soluvel,Turno_2,3622.7,265.9,4.13,69.9,55.2,139.9,53.4,113,5.47,8993,CLP-78885,1
PEC-84069,Centro_Usinagem,Aco_Inox,Sintetico,Turno_2,3918.2,287.8,1.05,125.6,70.2,98.1,38.8,122,5.74,5305,CLP-CF7B7,1
PEC-84070,Torno_CNC,Aluminio,Soluvel,Turno_1,3105.5,319.2,3.78,5.8,64.2,120.5,29.4,1,11.27,6048,CLP-5A413,1
PEC-84071,Fresadora,Aluminio,Soluvel,Turno_3,3688.7,298.6,2.54,,49.6,96.1,41.4,164,-2.96,9526,CLP-3DFC5,1
PEC-84072,torno_cnc,Aco_Inox,Soluvel,Turno_3,3245.5,278.6,1.96,20.0,56.3,145.3,49.5,104,-7.9,6023,CLP-ACDFD,0
PEC-84073,Fresadora,Latao,Sintetico,Turno_2,2924.9,218.1,3.07,,49.0,102.6,37.8,114,-22.01,2577,CLP-2C889,1
PEC-84074,Fresadora,Aluminio,Semi_Sintetico,Turno_3,2850.4,210.7,3.66,68.7,50.4,124.8,47.1,7,21.16,4497,CLP-A8F42,1
PEC-84075,torno_cnc,Aco_Carbono,Soluvel,Turno_2,2706.4,193.1,2.26,21.0,54.5,96.5,50.5,44,1.07,2698,CLP-654B4,0
PEC-84076, TORNO_CNC ,Aco_Inox,Soluvel,Turno_1,2866.2,188.3,1.43,12.8,66.3,133.1,56.9,152,-23.97,4155,CLP-DDE15,1
PEC-84077,Torno_CNC,Aluminio,Soluvel,Turno_1,3702.1,249.9,4.16,61.7,36.3,136.3,45.5,33,-16.75,2544,CLP-50993,1
PEC-84078,Fresadora,Aco_Inox,Semi_Sintetico,Turno_1,3518.0,213.6,1.75,36.8,81.4,120.3,54.3,79,-1.94,7638,CLP-5DD30,1
PEC-84079,Torno_CNC,Aco_Carbono,Soluvel,Turno_3,2641.5,310.0,4.49,6.1,63.8,119.0,51.8,89,3.01,5669,CLP-9EC93,1
PEC-84080,Fresadora,Aluminio,Sintetico,Turno_1,2414.1,221.1,3.57,62.1,51.7,132.2,44.3,127,17.82,1436,CLP-350F7,1
PEC-84081,Torno_CNC,Aluminio,Sintetico,Turno_2,2699.5,254.7,3.25,115.1,53.3,110.9,54.2,25,8.58,4072,CLP-DDDBA,0
PEC-84082,Fresadora,Aco_Inox,Soluvel,Turno_1,2850.5,236.8,0.55,6.5,57.4,136.3,52.2,58,-19.73,8884,CLP-B2FFD,0
