equipamento_id,tempo_operacao_horas,tipo_combustivel,turno_trabalho,regiao_instalacao,temperatura_celsius,vibracao_mm_s,pressao_psi,dias_desde_ultima_revisao,historico_falhas_anteriores,ruido_frequencia_hz,tag_rfid_inventario,firmware_serial_hash,falha_maquina
EQP-33643,12555.5,Gas_Natural,Manha,Oeste,61.1,2.28,95.5,122,2,10.45,329982,FW-80093,1
EQP-33644,9297.5,Diesel,Tarde,Leste,79.2,2.06,103.7,54,1,-3.5,124319,FW-53B45,1
EQP-33645,11374.0,Diesel,Manha,Norte,70.6,3.98,108.3,20,1,-55.37,818826,FW-41632,1
EQP-33646,12632.2,Hibrido,Tarde,Leste,103.8,3.63,97.2,240,1,-5.4,988205,FW-E442C,1
EQP-33647,7739.9,Eletrico,Manha,Oeste,17.7,9.83,110.7,315,1,-13.01,917945,FW-7E733,1
EQP-33648,3054.6, DIESEL ,Manha,Leste,80.6,2.46,87.5,78,0,29.72,237725,FW-8DDC4,1
EQP-33649,12247.4,Diesel,Tarde,Sul,66.2,0.99,132.5,93,1,-13.05,489402,FW-22AB4,1
EQP-33650,13905.8,Eletrico,Manha,Leste,75.0,1.99,108.7,137,1,26.37,658719,FW-6882C,1
EQP-33651,11501.7,Diesel,Manha,Oeste,73.6,4.72,113.6,325,1,76.33,825022,FW-E30D8,1
EQP-33652,14489.2,Diesel,Manha,Norte,94.8,3.59,96.3,174,1,10.82,916158,FW-D86B6,1
EQP-33653,4321.1,Eletrico,Manha,Sul,77.7,3.24,119.8,245,2,-30.32,577656,FW-AB0D9,1
EQP-33654,9921.6,Diesel,Tarde,Leste,79.9,2.48,108.0,268,0,-21.26,695311,FW-98234,1
EQP-33655,7081.9, DIESEL ,Manha,Oeste,67.8,3.58,90.4,6,0,1.76,195965,FW-6D72D,0
EQP-33656,1904.8,Eletrico,Manha,Norte,74.9,16.14,97.1,54,2,-18.07,901895,FW-C2E93,1
EQP-33657,5015.4,Eletrico,Manha,Leste,85.7,3.3,98.7,335,1,-13.08,808852,FW-60931,1
EQP-33658,5894.6,Gas_Natural,Manha,Norte,89.0,2.96,128.1,213,2,-38.86,783498,FW-75C94,1
EQP-33659,7982.6,Diesel,Manha,Leste,84.3,8.13,95.3,88,1,-56.94,600297,FW-9FFFD,1
EQP-33660,14172.5,Gas_Natural,Noite,Sul,101.8,5.16,94.9,67,1,31.95,250757,FW-90563,1
EQP-33661,8055.2,Diesel,Tarde,Sul,34.1,5.03,69.2,249,1,18.92,929937,FW-3DE66,1
EQP-33662,157.0,Diesel,Noite,Norte,92.0,3.94,112.5,344,1,13.77,881825,FW-DA7E8,1
EQP-33663,11031.1,Hibrido,Manha,Norte,50.5,2.03,97.0,189,4,1.19,178508,FW-72CD2,1
EQP-33664,10813.1,diesel,Manha,Norte,82.6,7.5,106.9,354,0,83.79,252349,FW-D7C21,1
EQP-33665,5208.2,diesel,Manha,Norte,93.0,1.03,120.2,84,4,10.9,314167,FW-92C31,1
EQP-33666,147.3,Eletrico,Tarde,Sul,32.4,3.57,90.9,39,0,56.85,766745,FW-A94D1,0
EQP-33667,2472.5,Hibrido,Manha,Leste,71.9,0.83,95.0,163,0,-0.18,410985,FW-9C34D,1
EQP-33668,6743.6,Eletrico,Manha,Norte,50.3,1.77,115.8,169,0,51.96,122138,FW-E7E05,0
EQP-33669,7974.1,Eletrico,Noite,Leste,78.3,13.44,70.1,70,2,-6.28,386515,FW-65A23,1
EQP-33670,13105.7,diesel,Manha,Oeste,85.5,9.78,96.6,21,0,31.47,852354,FW-8D967,1
EQP-33671,6048.9,Diesel,Manha,Norte,95.1,4.49,105.3,207,1,-38.28,798660,FW-E5D46,1
EQP-33672,14525.6,Hibrido,Tarde,Sul,66.5,0.66,110.3,262,1,27.7,109371,FW-9862A,1
EQP-33673,8157.0,Hibrido,Noite,Sul,83.0,4.65,131.8,11,0,59.31,857735,FW-23ACA,1
EQP-33674,681.8,Diesel,Noite,Leste,111.0,5.08,110.8,237,0,-63.58,653131,FW-CA569,1
EQP-33675,4808.1,Eletrico,Tarde,Oeste,73.6,5.45,93.0,114,0,2.87,112180,FW-7AFCD,0
EQP-33676,1182.4,Gas_Natural,Manha,Sul,75.3,,85.2,227,0,44.33,834448,FW-825FC,1
EQP-33677,5809.2,Gas_Natural,Manha,Norte,97.6,0.58,96.3,143,0,23.63,976476,FW-3FD80,1
EQP-33678,6651.2,diesel,Manha,Sul,82.7,,78.4,211,0,-48.67,682458,FW-5B02F,1
EQP-33679,3917.2,Eletrico,Manha,Norte,88.8,1.54,132.4,17,4,21.05,781522,FW-4D231,1
EQP-33680,770.4, DIESEL ,Noite,Sul,54.9,0.9,104.7,23,0,30.92,193773,FW-7C618,0
EQP-33681,13024.4,Diesel,Tarde,Leste,98.4,0.63,131.4,116,2,-19.01,175182,FW-54AE1,1
EQP-33682,6151.1,Eletrico,Manha,Sul,91.9,1.73,94.0,116,1,66.95,235684,FW-257EB,1
EQP-33683,1125.7,Eletrico,Manha,Oeste,121.4,7.29,96.6,333,2,25.84,344999,FW-C5A8F,1
EQP-33684,3288.7,Diesel,Noite,Norte,68.1,4.86,122.6,232,0,-44.79,280314,FW-77749,1
EQP-33685,7166.2,Diesel,Tarde,Leste,94.2,10.25,110.4,230,0,21.57,412279,FW-5723D,1
EQP-33686,1403.0,Diesel,Manha,Leste,83.7,8.89,91.7,346,3,-2.38,278405,FW-91C62,1
EQP-33687,8671.1,Diesel,Manha,Norte,63.3,4.44,96.5,207,1,-18.66,395961,FW-BABFB,1
EQP-33688,4535.3,Diesel,Noite,Oeste,58.3,12.4,98.4,357,1,40.25,389100,FW-B2472,1
EQP-33689,13758.4,Hibrido,Noite,Leste,100.2,13.3,117.7,138,3,27.88,663324,FW-8177C,1
EQP-33690,,Diesel,Noite,Norte,38.2,2.94,64.1,198,0,-5.35,968165,FW-7520F,0
EQP-33691,3399.9,Gas_Natural,Tarde,Leste,34.7,3.77,98.3,96,1,-39.9,181544,FW-EF56D,0
EQP-33692,12219.3,Eletrico,Noite,Norte,93.2,1.1,85.7,183,2,-52.5,415187,FW-36B70,1
EQP-33693,9117.8,Gas_Natural,Noite,Leste,62.3,10.79,107.2,322,1,-2.31,267597,FW-3C4AB,1
EQP-33694,13526.5,Gas_Natural,Noite,Norte,85.0,2.69,84.8,316,2,22.57,984117,FW-49913,1
EQP-33695,11575.9,Diesel,Manha,Sul,73.8,13.9,90.7,109,1,-31.02,339018,FW-460BC,1
EQP-33696,10296.7,Gas_Natural,Noite,Sul,101.8,1.36,92.4,238,0,-46.72,286898,FW-DA3BB,1
EQP-33697,6063.4,Eletrico,Noite,Sul,70.6,6.29,93.8,231,2,14.04,205959,FW-A9F38,1
EQP-33698,11201.4, DIESEL ,Noite,Norte,100.8,17.36,91.1,349,2,-20.19,344512,FW-6D4C8,1
EQP-33699,12994.2,Eletrico,Tarde,Norte,61.9,3.12,112.4,339,1,-31.83,992365,FW-A1B9B,1
EQP-33700,10723.5,Eletrico,Tarde,Oeste,87.0,10.09,113.2,124,0,-1.52,865679,FW-62E1D,1
EQP-33701,2731.8,Hibrido,Noite,Leste,90.0,15.27,131.1,200,2,-0.52,430207,FW-1EBAC,1
EQP-33702,,Hibrido,Manha,Sul,76.6,5.4,95.5,293,0,24.1,693296,FW-6B106,1
EQP-33703,9174.2,Diesel,Noite,Oeste,45.9,,97.3,249,1,-65.68,488693,FW-58910,1
EQP-33704,14353.5,diesel,Tarde,Oeste,86.7,9.38,84.4,201,1,14.98,285090,FW-B8251,1
EQP-33705,2309.8,Eletrico,Manha,Leste,99.5,12.85,93.1,250,1,-5.2,390061,FW-B71F6,1
EQP-33706,8861.3,Diesel,Tarde,Sul,71.4,1.22,101.8,171,2,24.68,456427,FW-DB80A,1
EQP-33707,10217.6,Diesel,Manha,Leste,79.1,2.15,98.2,222,0,50.09,211643,FW-A992F,1
EQP-33708,11340.8,Diesel,Manha,Sul,75.4,11.55,75.5,78,3,-27.32,559098,FW-1A96F,1
EQP-33709,12503.8,diesel,Noite,Norte,90.0,3.42,103.7,180,2,17.65,435097,FW-2E308,1
EQP-33710,14465.2,Hibrido,Manha,Norte,123.8,5.39,73.9,236,2,-61.72,883891,FW-265D7,1
EQP-33711,2841.4, DIESEL ,Manha,Oeste,53.0,13.28,134.6,97,1,-39.75,116041,FW-40399,1
EQP-33712,1466.5,Hibrido,Tarde,Sul,66.5,10.6,116.3,151,0,20.91,996206,FW-CDB79,1
EQP-33713,4193.3,diesel,Manha,Oeste,83.1,10.08,86.9,33,1,93.99,808730,FW-BF39D,1
EQP-33714,8012.5,Eletrico,Tarde,Leste,75.1,0.89,86.9,355,2,-1.08,468064,FW-1E9AF,1
EQP-33715,6243.8,Eletrico,Tarde,Leste,63.5,2.76,68.8,89,0,34.33,237769,FW-74E68,0
EQP-33716,4817.7,Gas_Natural,Manha,Norte,82.1,3.61,86.9,89,1,43.0,223006,FW-2B1B8,1
EQP-33717,7840.2,Hibrido,Tarde,Leste,101.3,1.78,104.3,82,0,43.48,832335,FW-617E1,0
EQP-33718,11186.9,Diesel,Tarde,Leste,34.1,12.36,94.0,242,0,48.13,609911,FW-8C5BA,1
EQP-33719,8186.9,Diesel,Manha,Sul,67.3,10.67,113.2,221,1,65.53,965754,FW-87288,1
EQP-33720,10915.8,Eletrico,Manha,Oeste,80.1,2.49,105.5,324,0,-0.85,699189,FW-E9685,1
EQP-33721,11275.5, DIESEL ,Tarde,Sul,84.2,2.13,106.1,275,1,-8.49,161105,FW-59251,1
EQP-33722,5727.3,Hibrido,Tarde,Leste,117.9,,113.8,87,0,-28.55,695884,FW-E6B35,1
EQP-33723,13158.6, DIESEL ,Manha,Oeste,57.2,4.54,111.5,136,1,40.04,135501,FW-E1F0E,1
EQP-33724,12249.7, DIESEL ,Noite,Oeste,87.6,0.65,89.4,276,1,5.55,978807,FW-C2DD2,1
EQP-33725,7169.7,Diesel,Tarde,Norte,80.6,10.18,124.6,162,1,0.16,545814,FW-8C6C5,1
EQP-33726,5347.9,Eletrico,Manha,Oeste,107.5,1.26,117.5,351,2,-3.86,242295,FW-4E0FA,1
EQP-33727,9373.3,Diesel,Manha,Sul,93.5,0.89,116.2,118,1,19.17,348824,FW-C1832,1
EQP-33728,12439.0,Diesel,Manha,Sul,45.4,0.95,112.0,63,1,19.84,134744,FW-4BEBC,0
EQP-33729,8489.9,diesel,Tarde,Oeste,86.4,0.53,95.1,159,2,-27.89,715160,FW-E0877,1
EQP-33730,2035.8,Hibrido,Tarde,Norte,98.5,3.85,87.3,98,0,-8.55,642908,FW-ABD36,1
EQP-33731,8185.1,Eletrico,Manha,Sul,61.6,9.15,91.6,156,0,-73.89,450794,FW-A75F7,1
EQP-33732,3799.9,Hibrido,Noite,Oeste,33.6,4.93,85.3,252,1,32.16,723442,FW-66471,0
EQP-33733,13316.1,Hibrido,Manha,Norte,66.6,3.15,104.8,54,0,-3.96,339995,FW-BA883,1
EQP-33734,1595.9,Diesel,Manha,Leste,66.9,1.76,87.3,228,1,-6.37,315954,FW-81C4A,1
EQP-33735,8986.5,Hibrido,Tarde,Sul,47.9,0.78,101.0,232,1,27.98,820569,FW-33248,0
EQP-33736,3529.3, DIESEL ,Manha,Oeste,86.7,,129.4,136,1,10.58,525513,FW-4815F,1
EQP-33737,5861.5,Hibrido,Tarde,Oeste,88.0,5.48,135.9,270,0,-88.75,699939,FW-A17A5,1
EQP-33738,,Diesel,Noite,Leste,71.4,0.91,98.8,338,0,3.58,927968,FW-EB1D5,0
EQP-33739,12475.8,Diesel,Tarde,Sul,88.7,2.43,88.4,97,2,29.48,243616,FW-E2711,1
EQP-33740,11834.7,Diesel,Manha,Norte,43.8,3.31,75.8,282,0,-49.94,600565,FW-85293,1
EQP-33741,3194.0,Hibrido,Tarde,Norte,73.3,1.41,96.6,295,1,28.15,468184,FW-883B1,1
EQP-33742,9920.4,Diesel,Noite,Oeste,45.8,5.38,99.6,301,0,39.42,222090,FW-AE21C,1
EQP-33743,12316.9,Eletrico,Tarde,Oeste,95.8,1.24,85.9,334,2,4.91,935646,FW-8B478,1
EQP-33744,13983.0,Eletrico,Manha,Leste,82.8,2.38,79.0,12,0,-2.33,202995,FW-9E1F7,1
EQP-33745,9213.2, DIESEL ,Tarde,Sul,89.0,1.15,110.0,148,0,-26.77,218723,FW-5A22F,1
EQP-33746,3388.8,Eletrico,Noite,Leste,99.6,12.65,88.1,310,2,15.23,318591,FW-EBC36,1
EQP-33747,6638.6,Diesel,Tarde,Norte,61.7,1.23,78.7,155,1,-5.51,678753,FW-78D8B,1
EQP-33748,1913.8,Eletrico,Noite,Leste,94.0,2.71,125.0,260,0,14.72,526175,FW-EBBB4,1
EQP-33749,4035.5,Diesel,Tarde,Norte,90.1,1.32,120.0,304,0,-38.97,926678,FW-74E6F,1
EQP-33750,5559.9,Hibrido,Tarde,Norte,66.2,0.72,92.4,109,1,20.4,494035,FW-89BB5,0
EQP-33751,4891.7,Diesel,Tarde,Leste,71.3,1.56,77.6,145,2,56.74,419005,FW-4C5B2,1
EQP-33752,3444.5,Hibrido,Tarde,Norte,100.7,2.63,89.7,245,1,7.7,975885,FW-85982,1
EQP-33753,4432.0,Eletrico,Manha,Oeste,50.2,0.88,90.9,254,1,46.73,453582,FW-19411,0
EQP-33754,9416.0,Diesel,Noite,Oeste,83.8,3.34,112.9,157,3,4.05,319541,FW-7D9C2,1
EQP-33755,8329.1, DIESEL ,Manha,Leste,82.9,6.49,116.7,243,0,-7.12,907740,FW-3D095,1
EQP-33756,4542.6,Eletrico,Tarde,Sul,42.6,4.98,96.2,36,1,12.03,435347,FW-E813C,0
EQP-33757,8378.7,Gas_Natural,Manha,Leste,67.8,0.87,82.1,124,0,14.84,720786,FW-25813,0
EQP-33758,1456.6, DIESEL ,Manha,Oeste,60.6,,101.9,355,2,-53.0,273836,FW-EEB3B,0
EQP-33759,1451.2,Hibrido,Manha,Norte,99.0,13.2,89.3,359,0,15.72,189721,FW-727F1,1
EQP-33760,14047.1,Diesel,Manha,Sul,83.5,0.92,109.8,103,0,9.1,502006,FW-C8FE1,1
EQP-33761,8498.1,Eletrico,Manha,Oeste,76.4,9.7,97.7,182,2,31.95,618461,FW-2069A,1
EQP-33762,7362.5,Eletrico,Tarde,Oeste,104.8,17.14,92.8,31,0,-23.06,638810,FW-A9378,1
EQP-33763,13972.7,Hibrido,Manha,Norte,58.3,12.41,92.7,11,0,-12.41,445837,FW-DED18,1
EQP-33764,10803.7,Eletrico,Noite,Sul,103.7,2.04,79.0,274,0,9.64,844952,FW-94A81,1
EQP-33765,2543.7, DIESEL ,Noite,Sul,95.1,0.75,99.4,306,1,57.78,707099,FW-8EE2C,1
EQP-33766,9003.7,diesel,Tarde,Leste,82.8,1.34,90.2,83,1,5.58,379967,FW-3F50A,1
EQP-33767,11973.3,Eletrico,Manha,Sul,57.0,3.73,109.4,231,0,-75.07,645394,FW-8AAEF,0
EQP-33768,7162.9, DIESEL ,Tarde,Oeste,91.4,0.83,105.9,321,0,-28.7,466885,FW-C1056,1
EQP-33769,853.9,Gas_Natural,Tarde,Sul,53.9,6.52,123.6,215,0,0.41,191581,FW-49AA3,0
EQP-33770,12687.3, DIESEL ,Manha,Oeste,120.4,11.76,92.8,108,1,-18.06,725762,FW-93159,1
EQP-33771,,diesel,Tarde,Oeste,56.2,4.0,113.1,85,0,-15.61,835882,FW-BB259,0
EQP-33772,11069.4,Eletrico,Tarde,Sul,84.5,2.33,82.5,275,0,4.04,736465,FW-8C413,1
EQP-33773,365.1,Diesel,Manha,Sul,51.6,3.04,109.9,199,0,10.26,293015,FW-82703,1
EQP-33774,1312.9,Diesel,Manha,Oeste,61.7,9999.0,106.5,321,0,23.92,728849,FW-20F5A,1
EQP-33775,1214.3,Diesel,Manha,Norte,53.6,3.69,104.7,195,1,-61.31,438180,FW-6BAAD,1
EQP-33776,7665.4,Diesel,Manha,Norte,92.6,17.57,133.1,153,1,7.09,585954,FW-8C0E3,1
EQP-33777,8140.2,Eletrico,Tarde,Oeste,95.1,5.88,114.5,18,1,-41.04,808077,FW-24BDE,1
EQP-33778,7510.9,diesel,Manha,Norte,75.3,2.73,91.9,186,1,51.56,148430,FW-46BE6,1
EQP-33779,7061.9, DIESEL ,Manha,Sul,65.7,2.04,101.5,68,0,-33.01,647082,FW-79609,0
EQP-33780,,Diesel,Manha,Norte,96.6,0.7,100.4,334,0,22.82,848710,FW-4B8CB,1
EQP-33781,10410.0, DIESEL ,Noite,Sul,51.8,1.86,115.2,342,1,-40.27,828506,FW-9C8C6,0
EQP-33782,10472.4,Eletrico,Manha,Sul,80.9,3.98,110.8,351,0,32.97,855011,FW-8983B,1
EQP-33783,5596.1, DIESEL ,Tarde,Sul,88.2,5.56,104.2,191,1,10.44,356497,FW-9BFBD,1
EQP-33784,6904.6,Diesel,Tarde,Oeste,53.4,0.92,118.8,260,3,20.21,291248,FW-B9AD3,1
EQP-33785,,Hibrido,Manha,Oeste,68.1,0.95,77.8,174,4,12.51,675507,FW-75D9B,1
EQP-33786,11125.1,Eletrico,Noite,Sul,77.2,2.68,75.6,36,1,-31.15,176617,FW-BC5EF,1
EQP-33787,6519.9,Eletrico,Tarde,Norte,80.0,3.68,86.5,186,0,-58.39,303448,FW-A50EA,1
EQP-33788,7322.8,Hibrido,Manha,Sul,69.4,1.49,105.1,66,0,21.17,382439,FW-B4175,0
EQP-33789,3224.4,Eletrico,Manha,Leste,96.4,0.73,98.3,118,1,8.16,267945,FW-C42BB,1
EQP-33790,6131.0,Eletrico,Manha,Norte,78.7,20.34,113.3,235,1,6.67,284568,FW-56955,1
EQP-33791,11706.4,Eletrico,Manha,Leste,46.4,0.69,85.6,109,2,-18.9,183841,FW-ABFEC,0
EQP-33792,5207.9,Hibrido,Tarde,Sul,48.5,1.21,110.2,334,2,-20.92,825396,FW-8EABF,1
EQP-33793,11817.2,diesel,Noite,Leste,34.0,3.38,93.5,67,1,-44.71,773719,FW-39AD0,0
EQP-33794,11916.6,Diesel,Noite,Leste,66.8,1.25,99.7,318,1,11.87,881410,FW-197CC,1
EQP-33795,204.1,Eletrico,Tarde,Norte,56.2,5.06,94.1,275,1,36.83,745120,FW-C574E,1
EQP-33796,7331.7,Gas_Natural,Manha,Norte,93.7,5.84,82.5,129,1,8.87,920806,FW-5BC45,1
EQP-33797,10094.4,Gas_Natural,Tarde,Leste,107.1,1.34,139.2,97,1,85.7,292942,FW-B6380,1
EQP-33798,8001.5,Eletrico,Noite,Leste,86.4,1.14,113.8,167,1,25.65,462647,FW-74909,1
EQP-33799,14761.8,Eletrico,Noite,Leste,67.4,3.11,85.0,271,2,30.87,672289,FW-27226,1
EQP-33800,11360.0,Eletrico,Tarde,Leste,49.5,4.67,88.0,354,0,37.57,927737,FW-CAA51,1
EQP-33801,7147.4, DIESEL ,Noite,Leste,51.8,1.83,86.7,21,0,25.02,753529,FW-E7FC0,0
EQP-33802,11998.5,Diesel,Manha,Sul,97.6,,124.3,81,1,-3.99,194144,FW-5C12B,1
EQP-33803,10143.8,Eletrico,Manha,Sul,42.3,7.21,111.0,304,0,-9.92,381296,FW-1DA89,0
EQP-33804,,Eletrico,Tarde,Norte,51.7,2.12,73.4,235,1,6.64,271304,FW-1A3CC,0
EQP-33805,2721.7, DIESEL ,Noite,Leste,98.6,0.95,80.1,340,1,12.69,224740,FW-8026D,1
EQP-33806,8517.5,Hibrido,Tarde,Leste,73.9,13.58,124.3,85,0,-6.02,611800,FW-75D43,1
EQP-33807,7439.8,Eletrico,Noite,Norte,67.3,3.26,126.1,81,0,-3.93,705258,FW-6D069,0
EQP-33808,10825.9,Diesel,Tarde,Leste,127.4,3.34,95.7,114,1,72.08,484471,FW-1E93F,1
EQP-33809,13784.8, DIESEL ,Manha,Oeste,77.9,3.33,104.7,317,0,-1.17,735804,FW-5C2FF,1
EQP-33810,4169.2,Hibrido,Tarde,Norte,111.0,2.46,111.8,314,0,-7.02,782941,FW-E9035,1
EQP-33811,6503.8,Diesel,Tarde,Norte,93.6,9.14,109.0,147,1,9.08,323662,FW-7EE26,1
EQP-33812,,Eletrico,Manha,Norte,115.5,1.32,120.3,142,1,-1.16,423977,FW-EB0A9,1
EQP-33813,10323.8,Diesel,Manha,Sul,62.4,8.63,98.2,20,2,-17.67,905011,FW-A458C,1
EQP-33814,12375.8, DIESEL ,Noite,Norte,93.2,8.21,102.6,297,1,27.86,564332,FW-4454D,1
EQP-33815,3784.1,Diesel,Tarde,Norte,82.9,0.7,72.9,94,2,11.64,836871,FW-F20DF,1
EQP-33816,3469.9,Hibrido,Manha,Oeste,79.0,4.01,103.5,252,0,27.87,852912,FW-401C2,1
EQP-33817,7184.0,Hibrido,Tarde,Leste,65.9,0.72,111.4,98,1,48.94,786450,FW-472DF,1
EQP-33818,3100.0,Diesel,Noite,Oeste,64.7,4.13,85.7,210,0,-49.04,727382,FW-AE6CD,0
EQP-33819,2476.0,Hibrido,Noite,Leste,78.0,2.07,83.2,359,0,0.44,987190,FW-27F8D,1
EQP-33820,10665.1, DIESEL ,Manha,Sul,61.9,4.57,96.0,185,0,34.07,452957,FW-80A4A,0
EQP-33821,14180.3,Gas_Natural,Tarde,Norte,61.5,2.72,86.3,326,0,8.38,670966,FW-AB104,1
EQP-33822,9157.8,Diesel,Noite,Leste,72.1,3.66,112.2,70,2,28.48,333304,FW-BD261,1
EQP-33823,4293.3,Diesel,Noite,Oeste,87.5,3.36,116.7,133,1,7.55,536881,FW-49669,1
EQP-33824,10748.1,Gas_Natural,Tarde,Norte,51.4,10.79,78.8,140,1,32.11,441116,FW-8FDFB,1
EQP-33825,11182.2,Diesel,Manha,Norte,87.7,14.02,96.6,234,0,-23.79,325585,FW-70DF5,1
EQP-33826,3727.2,diesel,Tarde,Norte,85.6,2.83,105.8,20,1,-48.46,959987,FW-C8119,1
EQP-33827,530.3,Diesel,Noite,Sul,90.3,6.29,101.4,313,0,-14.03,824733,FW-DCE26,1
EQP-33828,11859.5,Diesel,Noite,Sul,68.3,3.35,83.3,298,1,60.24,256532,FW-EA265,1
EQP-33829,6719.2,Diesel,Manha,Leste,86.3,5.42,107.5,323,0,68.83,769609,FW-E3279,1
EQP-33830,5757.0,Gas_Natural,Manha,Norte,115.0,5.59,81.4,34,1,27.68,251141,FW-D2336,1
EQP-33831,941.2, DIESEL ,Noite,Norte,43.3,0.63,89.0,109,2,-5.38,418819,FW-5DFFE,0
EQP-33832,5886.6,Eletrico,Noite,Norte,78.4,0.61,97.6,182,1,47.6,190763,FW-700A9,1
EQP-33833,,Gas_Natural,Noite,Sul,85.8,0.99,95.2,347,0,-13.87,651845,FW-B7DD3,1
EQP-33834,10016.6,diesel,Manha,Sul,71.7,12.21,112.8,53,0,58.39,488526,FW-29A61,0
EQP-33835,12945.9,Diesel,Noite,Norte,95.5,1.04,120.4,317,1,0.08,954096,FW-76689,1
EQP-33836,2103.2,Eletrico,Noite,Oeste,56.9,1.04,84.1,8,1,17.4,395894,FW-417FF,0
EQP-33837,1116.2,Eletrico,Manha,Oeste,64.1,1.41,97.9,222,0,-65.01,565127,FW-548D3,0
EQP-33838,9966.5,diesel,Manha,Oeste,74.7,4.29,81.3,261,3,0.31,979992,FW-2288E,1
EQP-33839,11963.5,Hibrido,Tarde,Norte,73.7,3.75,83.2,27,1,-25.17,417271,FW-DC934,1
EQP-33840,4603.1,Diesel,Tarde,Leste,86.7,1.79,108.5,35,4,9.91,234922,FW-E80D5,1
EQP-33841,8992.1,Gas_Natural,Manha,Leste,97.9,,147.2,362,3,37.31,286329,FW-401DB,1
EQP-33842,6787.8,Gas_Natural,Manha,Sul,66.0,14.62,85.4,342,0,48.74,728683,FW-345A7,1
EQP-33843,13717.1,Eletrico,Tarde,Norte,86.7,6.55,103.4,143,1,-29.57,434008,FW-CC442,1
EQP-33844,2154.5,Eletrico,Noite,Sul,90.2,2.75,103.1,164,0,-46.63,485238,FW-95813,0
EQP-33845,13305.4,Eletrico,Manha,Norte,81.5,6.18,100.0,217,1,-88.93,776436,FW-4E04B,1
EQP-33846,5498.5, DIESEL ,Tarde,Leste,61.0,7.82,90.0,303,1,-47.5,884875,FW-8688E,1
EQP-33847,3310.7,Diesel,Noite,Leste,90.4,3.14,111.9,12,1,9.15,289858,FW-2B77C,1
EQP-33848,11391.9,Diesel,Manha,Oeste,86.5,8.27,71.2,194,1,-36.98,943516,FW-EE7B8,1
EQP-33849,4226.5,Diesel,Tarde,Sul,73.5,0.85,104.3,321,0,8.33,341365,FW-D4769,1
EQP-33850,6222.4,Diesel,Noite,Norte,65.6,2.73,116.4,128,1,-5.71,531514,FW-E6691,0
EQP-33851,3144.3,Eletrico,Noite,Leste,88.3,0.62,99.2,328,0,38.04,497897,FW-70FE2,1
EQP-33852,6574.0,Gas_Natural,Tarde,Sul,74.8,1.44,82.1,219,1,48.59,659509,FW-5B0B9,1
EQP-33853,11129.4,Diesel,Noite,Oeste,37.3,2.35,81.5,340,0,-68.35,896562,FW-64799,1
EQP-33854,12206.5,Diesel,Tarde,Oeste,93.9,6.88,111.1,14,0,-0.39,385568,FW-34CB9,1
EQP-33855,2485.1,Gas_Natural,Tarde,Norte,77.4,5.61,98.5,336,1,-58.28,326073,FW-90991,1
EQP-33856,10968.1,Hibrido,Tarde,Oeste,69.6,,80.3,207,1,-33.28,207438,FW-C47F9,1
EQP-33857,11916.0,Diesel,Tarde,Norte,63.9,1.66,108.4,131,2,13.16,727843,FW-57028,1
EQP-33858,13531.8,Gas_Natural,Tarde,Norte,89.5,1.59,101.4,173,0,76.09,154164,FW-48A4B,1
EQP-33859,11791.4,Eletrico,Manha,Leste,79.7,6.57,89.0,233,2,25.33,275789,FW-C0507,1
EQP-33860,1421.0,Diesel,Tarde,Sul,58.0,1.19,106.9,134,1,-92.87,299312,FW-74F03,0
EQP-33861,864.7,Eletrico,Manha,Oeste,70.8,0.55,83.2,343,1,63.17,948152,FW-DACBA,1
EQP-33862,,Hibrido,Noite,Leste,73.3,0.91,105.6,121,1,1.76,458685,FW-2C7D0,0
EQP-33863,6385.9,Eletrico,Tarde,Oeste,79.2,5.62,103.6,140,1,51.03,834213,FW-D2ABF,1
EQP-33864,5793.0,Eletrico,Manha,Norte,60.9,8.45,106.9,221,2,-20.38,396349,FW-C81AF,1
EQP-33865,10538.1,Hibrido,Noite,Leste,92.1,1.46,85.9,66,1,34.13,389629,FW-250C5,1
EQP-33866,5796.7,Diesel,Tarde,Norte,60.4,4.45,98.4,323,0,23.77,525731,FW-7CA92,1
EQP-33867,8588.9,Diesel,Manha,Sul,51.6,1.34,93.6,143,0,12.89,972619,FW-B53FB,0
EQP-33868,3379.3,Diesel,Tarde,Sul,59.5,1.89,97.3,304,1,-50.4,181300,FW-6CDA3,1
EQP-33869,1619.2,Diesel,Tarde,Sul,71.5,10.08,136.5,122,1,-11.16,383092,FW-9BD1B,0
EQP-33870,985.6,diesel,Noite,Norte,33.7,15.1,76.5,118,1,-15.83,730117,FW-2DD9B,1
EQP-33871,2100.6,Diesel,Noite,Oeste,87.0,1.59,91.2,171,0,-18.71,527855,FW-7A29F,0
EQP-33872,275.3,Diesel,Tarde,Norte,92.6,2.84,110.8,257,0,-8.59,729473,FW-25D3A,1
EQP-33873,5088.0,Eletrico,Noite,Norte,82.5,4.98,109.5,131,0,-28.55,374838,FW-21177,0
EQP-33874,14551.0,diesel,Tarde,Oeste,50.0,0.72,111.4,86,0,3.84,725427,FW-F2829,0
EQP-33875,623.9,diesel,Tarde,Sul,55.1,3.36,105.3,60,2,-31.4,939022,FW-D9CC4,1
EQP-33876,8146.4,Gas_Natural,Tarde,Leste,94.5,16.06,74.1,297,0,-8.01,240032,FW-DB291,1
