Batch_ID,Plant_Location,Timestamp,Sensor_Temp,Sensor_Pressure,Vibration_RMS,Power_KW,Quality_Score,Scrap_Units,Operational_Cost_USD,Status
BATCH-2026-539,Planta_SP,2026-08-13 04:00:00,81.24,6.66,3.39,124.52,97.6,3,862.07,Operação Normal
BATCH-2026-540,Planta_PR,2026-08-13 08:00:00,75.72,5.47,3.19,110.83,80.4,3,798.64,Operação Normal
BATCH-2026-541,Planta_SP,2026-08-13 12:00:00,72.17,5.59,2.93,107.51,95.2,4,825.13,Operação Normal
BATCH-2026-542,Planta_PR,2026-08-13 16:00:00,80.58,5.72,3.14,112.62,87.2,3,801.37,Operação Normal
BATCH-2026-543,Planta_PR,2026-08-13 20:00:00,79.5,5.93,2.89,152.66,94.8,4,879.85,Operação Normal
BATCH-2026-544,Planta_SP,2026-08-14 00:00:00,83.29,6.11,2.19,114.01,88.0,4,840.07,Operação Normal
BATCH-2026-545,Planta_MG,2026-08-14 04:00:00,68.29,6.64,2.19,133.6,81.4,3,694.55,Operação Normal
BATCH-2026-546,Planta_MG,2026-08-14 08:00:00,77.6,5.54,2.8,114.36,95.4,2,761.4,Operação Normal
BATCH-2026-547,Planta_MG,2026-08-14 12:00:00,78.43,5.69,2.82,123.92,81.4,4,770.81,Operação Normal
BATCH-2026-548,Planta_MG,2026-08-14 16:00:00,71.96,6.71,3.33,131.88,98.4,3,870.52,Operação Normal
BATCH-2026-549,Planta_PR,2026-08-14 20:00:00,77.65,5.42,3.28,111.42,81.0,4,793.2,Operação Normal
BATCH-2026-550,Planta_MG,2026-08-15 00:00:00,82.75,6.36,3.2,110.38,89.6,2,750.24,Operação Normal
BATCH-2026-551,Planta_PR,2026-08-15 04:00:00,86.34,5.96,2.76,144.88,94.5,3,760.54,Operação Normal
BATCH-2026-552,Planta_SP,2026-08-15 08:00:00,81.93,6.19,2.21,134.77,87.9,3,868.43,Operação Normal
BATCH-2026-553,Planta_SP,2026-08-15 12:00:00,76.7,5.59,3.11,131.86,84.3,4,868.71,Operação Normal
BATCH-2026-554,Planta_PR,2026-08-15 16:00:00,83.05,6.35,3.16,131.81,95.2,2,815.1,Operação Normal
BATCH-2026-555,Planta_MG,2026-08-15 20:00:00,81.65,5.67,1.71,126.89,95.7,4,787.76,Operação Normal
BATCH-2026-556,Planta_PR,2026-08-16 00:00:00,76.06,5.29,2.48,150.27,98.5,2,781.8,Operação Normal
BATCH-2026-557,Planta_MG,2026-08-16 04:00:00,75.67,6.24,2.55,120.66,87.5,3,803.37,Operação Normal
BATCH-2026-558,Planta_MG,2026-08-16 08:00:00,77.33,4.75,2.96,128.66,90.1,4,796.86,Operação Normal
BATCH-2026-559,Planta_PR,2026-08-16 12:00:00,73.8,5.72,2.5,98.24,87.3,4,798.57,Operação Normal
BATCH-2026-560,Planta_PR,2026-08-16 16:00:00,76.76,6.15,2.88,107.63,85.1,4,685.68,Operação Normal
BATCH-2026-561,Planta_MG,2026-08-16 20:00:00,79.95,6.38,2.79,101.99,95.0,2,709.2,Operação Normal
BATCH-2026-562,Planta_PR,2026-08-17 00:00:00,82.15,6.61,2.82,139.11,86.8,0,840.24,Operação Normal
BATCH-2026-563,Planta_MG,2026-08-17 04:00:00,76.48,6.89,2.54,81.71,88.6,3,744.06,Operação Normal
BATCH-2026-564,Planta_PR,2026-08-17 08:00:00,83.55,6.74,2.58,113.97,88.1,2,763.48,Operação Normal
BATCH-2026-565,Planta_SP,2026-08-17 12:00:00,80.6,6.1,2.36,75.09,94.3,3,809.43,Operação Normal
BATCH-2026-566,Planta_MG,2026-08-17 16:00:00,80.78,6.56,3.09,107.53,98.4,1,601.76,Operação Normal
BATCH-2026-567,Planta_SP,2026-08-17 20:00:00,74.32,6.09,3.19,112.64,93.3,3,736.98,Operação Normal
BATCH-2026-568,Planta_PR,2026-08-18 00:00:00,85.23,,2.51,140.77,89.4,3,808.33,Operação Normal
BATCH-2026-569,Planta_SP,2026-08-18 04:00:00,80.21,5.7,3.66,125.95,95.6,2,819.63,Operação Normal
BATCH-2026-570,Planta_PR,2026-08-18 08:00:00,76.67,6.23,2.74,107.5,92.8,0,737.29,Operação Normal
BATCH-2026-571,Planta_MG,2026-08-18 12:00:00,75.96,5.76,3.67,135.99,81.2,5,826.48,Operação Normal
BATCH-2026-572,Planta_PR,2026-08-18 16:00:00,76.76,5.91,2.58,120.27,81.9,4,866.38,Operação Normal
BATCH-2026-573,Planta_PR,2026-08-18 20:00:00,73.93,6.23,1.89,120.56,80.8,2,746.85,Operação Normal
BATCH-2026-574,Planta_MG,2026-08-19 00:00:00,81.95,7.05,3.1,101.96,89.1,2,794.11,Operação Normal
BATCH-2026-575,Planta_PR,2026-08-19 04:00:00,74.34,,3.02,105.15,96.5,2,687.64,Operação Normal
BATCH-2026-576,Planta_MG,2026-08-19 08:00:00,79.16,5.99,2.92,107.62,86.3,2,737.56,Operação Normal
BATCH-2026-577,Planta_PR,2026-08-19 12:00:00,76.2,5.58,2.58,120.7,87.7,5,817.75,Operação Normal
BATCH-2026-578,Planta_MG,2026-08-19 16:00:00,80.68,6.45,2.88,121.17,98.2,6,920.9,Operação Normal
BATCH-2026-579,Planta_SP,2026-08-19 20:00:00,81.23,5.83,2.64,143.16,96.7,3,806.55,Operação Normal
BATCH-2026-580,Planta_PR,2026-08-20 00:00:00,75.42,6.19,2.75,125.78,93.3,3,799.27,Operação Normal
BATCH-2026-581,Planta_PR,2026-08-20 04:00:00,77.86,6.35,3.32,79.39,85.3,1,693.24,Operação Normal
BATCH-2026-582,Planta_PR,2026-08-20 08:00:00,72.23,6.63,2.99,123.94,82.3,2,800.35,Operação Normal
BATCH-2026-583,Planta_MG,2026-08-20 12:00:00,84.8,6.42,3.2,98.25,80.3,4,821.2,Operação Normal
BATCH-2026-584,Planta_PR,2026-08-20 16:00:00,82.27,5.39,2.78,105.51,82.1,3,775.48,Operação Normal
BATCH-2026-585,Planta_MG,2026-08-20 20:00:00,72.42,5.14,2.73,107.82,85.9,2,723.16,Operação Normal
BATCH-2026-586,Planta_PR,2026-08-21 00:00:00,74.53,6.35,2.32,110.05,91.0,3,755.6,Operação Normal
BATCH-2026-587,Planta_SP,2026-08-21 04:00:00,77.46,6.04,2.71,99.37,81.3,0,680.15,Operação Normal
BATCH-2026-588,Planta_PR,2026-08-21 08:00:00,78.16,6.2,1.24,123.05,82.7,2,783.97,Operação Normal
BATCH-2026-589,Planta_SP,2026-08-21 12:00:00,75.26,6.86,2.6,98.84,83.6,1,695.55,Operação Normal
BATCH-2026-590,Planta_MG,2026-08-21 16:00:00,73.42,5.69,2.86,125.35,92.6,3,801.59,Operação Normal
BATCH-2026-591,Planta_SP,2026-08-21 20:00:00,79.58,6.65,3.18,153.55,92.3,4,800.54,Operação Normal
BATCH-2026-592,Planta_PR,2026-08-22 00:00:00,84.96,5.7,2.77,100.06,91.0,5,838.48,Operação Normal
BATCH-2026-593,Planta_PR,2026-08-22 04:00:00,78.22,6.78,3.07,115.73,85.0,1,742.37,Operação Normal
BATCH-2026-594,Planta_MG,2026-08-22 08:00:00,76.83,6.38,1.81,82.15,87.4,6,847.96,Operação Normal
BATCH-2026-595,Planta_PR,2026-08-22 12:00:00,76.41,5.25,2.87,115.49,81.9,1,732.88,Operação Normal
BATCH-2026-596,Planta_PR,2026-08-22 16:00:00,73.61,5.79,2.06,129.64,84.5,1,671.43,Operação Normal
BATCH-2026-597,Planta_MG,2026-08-22 20:00:00,75.31,6.96,2.3,130.81,98.0,1,742.53,Operação Normal
BATCH-2026-598,Planta_MG,2026-08-23 00:00:00,82.54,6.9,2.81,121.16,99.6,2,758.09,Operação Normal
BATCH-2026-599,Planta_SP,2026-08-23 04:00:00,69.72,6.3,3.54,133.34,93.0,5,902.16,Operação Normal
BATCH-2026-600,Planta_MG,2026-08-23 08:00:00,78.28,6.18,3.09,158.19,98.3,3,756.23,Operação Normal
BATCH-2026-601,Planta_PR,2026-08-23 12:00:00,78.11,6.12,2.91,145.68,92.9,3,839.29,Operação Normal
BATCH-2026-602,Planta_MG,2026-08-23 16:00:00,78.47,6.22,2.89,112.16,80.7,5,852.58,Operação Normal
BATCH-2026-603,Planta_PR,2026-08-23 20:00:00,80.91,5.93,2.54,98.23,99.9,4,743.75,Operação Normal
BATCH-2026-604,Planta_SP,2026-08-24 00:00:00,78.24,6.61,2.63,113.91,82.0,2,758.77,Operação Normal
BATCH-2026-605,Planta_MG,2026-08-24 04:00:00,76.18,6.29,3.11,105.8,93.7,1,684.08,Operação Normal
BATCH-2026-606,Planta_PR,2026-08-24 08:00:00,75.37,5.52,2.21,126.77,85.1,2,741.71,Operação Normal
BATCH-2026-607,Planta_MG,2026-08-24 12:00:00,83.19,6.33,3.2,102.28,87.8,4,763.69,Operação Normal
BATCH-2026-608,Planta_MG,2026-08-24 16:00:00,82.16,6.08,2.71,118.91,92.9,2,728.5,Operação Normal
BATCH-2026-609,Planta_MG,2026-08-24 20:00:00,89.51,5.84,3.31,132.57,88.7,3,847.81,Alerta Crítico
BATCH-2026-610,Planta_MG,2026-08-25 00:00:00,76.88,6.95,3.38,118.49,85.0,4,776.53,Operação Normal
BATCH-2026-611,Planta_SP,2026-08-25 04:00:00,75.45,6.05,2.06,105.81,86.7,5,770.3,Operação Normal
BATCH-2026-612,Planta_PR,2026-08-25 08:00:00,79.81,5.02,2.61,137.62,86.8,0,836.12,Operação Normal
BATCH-2026-613,Planta_MG,2026-08-25 12:00:00,79.72,,2.47,91.82,99.2,5,838.3,Operação Normal
BATCH-2026-614,Planta_PR,2026-08-25 16:00:00,80.55,6.5,1.99,115.08,96.0,7,789.07,Operação Normal
BATCH-2026-615,Planta_SP,2026-08-25 20:00:00,81.39,5.54,2.38,119.38,89.2,3,751.64,Operação Normal
BATCH-2026-616,Planta_PR,2026-08-26 00:00:00,80.51,6.48,4.12,120.24,84.0,3,803.55,Operação Normal
BATCH-2026-617,Planta_PR,2026-08-26 04:00:00,82.3,5.5,3.2,122.71,96.2,2,787.06,Operação Normal
BATCH-2026-618,Planta_SP,2026-08-26 08:00:00,82.83,6.67,3.86,129.16,83.1,5,782.96,Operação Normal
BATCH-2026-619,Planta_MG,2026-08-26 12:00:00,82.9,5.71,3.31,119.47,84.2,2,822.97,Operação Normal
BATCH-2026-620,Planta_PR,2026-08-26 16:00:00,68.95,5.82,2.53,114.48,87.3,5,872.32,Operação Normal
BATCH-2026-621,Planta_PR,2026-08-26 20:00:00,78.93,5.79,2.71,113.89,97.6,2,779.09,Operação Normal
BATCH-2026-622,Planta_MG,2026-08-27 00:00:00,74.31,6.3,3.19,110.83,82.6,1,792.33,Operação Normal
BATCH-2026-623,Planta_MG,2026-08-27 04:00:00,82.22,6.92,3.12,131.81,82.4,3,834.88,Operação Normal
BATCH-2026-624,Planta_PR,2026-08-27 08:00:00,68.87,6.01,2.61,110.3,89.9,3,795.97,Operação Normal
BATCH-2026-625,Planta_SP,2026-08-27 12:00:00,83.88,5.99,2.15,132.7,85.5,2,866.75,Operação Normal
BATCH-2026-626,Planta_MG,2026-08-27 16:00:00,74.54,5.71,4.54,120.28,91.4,5,896.57,Alerta Crítico
BATCH-2026-627,Planta_MG,2026-08-27 20:00:00,73.62,5.19,2.83,112.18,89.0,2,709.85,Operação Normal
BATCH-2026-628,Planta_SP,2026-08-28 00:00:00,79.42,5.76,2.74,129.28,88.7,8,964.36,Operação Normal
BATCH-2026-629,Planta_PR,2026-08-28 04:00:00,76.51,5.37,2.96,109.09,82.2,4,763.15,Operação Normal
BATCH-2026-630,Planta_MG,2026-08-28 08:00:00,85.12,5.06,2.78,129.57,82.8,6,908.44,Operação Normal
BATCH-2026-631,Planta_PR,2026-08-28 12:00:00,83.45,5.96,2.96,123.19,96.4,4,845.57,Operação Normal
BATCH-2026-632,Planta_PR,2026-08-28 16:00:00,75.96,5.73,3.54,111.06,97.7,1,655.73,Operação Normal
BATCH-2026-633,Planta_PR,2026-08-28 20:00:00,82.17,6.69,2.84,127.93,84.7,6,874.18,Operação Normal
BATCH-2026-634,Planta_SP,2026-08-29 00:00:00,75.82,5.57,2.32,128.2,82.3,5,869.02,Operação Normal
BATCH-2026-635,Planta_PR,2026-08-29 04:00:00,75.78,6.34,2.82,137.36,81.1,8,925.44,Operação Normal
BATCH-2026-636,Planta_PR,2026-08-29 08:00:00,80.86,6.33,2.67,134.49,92.2,2,807.82,Operação Normal
BATCH-2026-637,Planta_MG,2026-08-29 12:00:00,83.82,6.67,3.61,127.37,94.3,2,819.56,Operação Normal
BATCH-2026-638,Planta_MG,2026-08-29 16:00:00,76.24,5.91,3.49,103.09,87.5,5,809.03,Operação Normal
BATCH-2026-639,Planta_SP,2026-08-29 20:00:00,76.54,,2.95,156.73,93.6,4,893.34,Operação Normal
BATCH-2026-640,Planta_SP,2026-08-30 00:00:00,79.2,6.28,2.26,98.95,94.3,4,847.27,Operação Normal
BATCH-2026-641,Planta_MG,2026-08-30 04:00:00,74.42,6.57,2.29,134.24,98.7,5,890.29,Operação Normal
BATCH-2026-642,Planta_MG,2026-08-30 08:00:00,84.26,7.2,2.91,126.47,81.3,3,812.69,Operação Normal
BATCH-2026-643,Planta_SP,2026-08-30 12:00:00,74.39,5.94,3.07,102.39,83.8,3,711.39,Operação Normal
BATCH-2026-644,Planta_PR,2026-08-30 16:00:00,75.47,6.09,2.71,118.14,81.4,6,896.2,Operação Normal
BATCH-2026-645,Planta_SP,2026-08-30 20:00:00,85.07,,2.66,118.82,97.4,2,780.38,Operação Normal
BATCH-2026-646,Planta_PR,2026-08-31 00:00:00,78.86,6.77,2.6,139.58,95.9,3,890.44,Operação Normal
BATCH-2026-647,Planta_MG,2026-08-31 04:00:00,85.77,7.3,2.89,109.3,91.5,3,774.08,Operação Normal
BATCH-2026-648,Planta_MG,2026-08-31 08:00:00,77.12,6.37,1.71,116.07,81.7,2,668.11,Operação Normal
BATCH-2026-649,Planta_MG,2026-08-31 12:00:00,88.08,5.19,2.35,84.96,85.5,1,592.92,Alerta Crítico
